run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,selective-passage-share,partial-closure-share,contested-reopening-share,ever-selective-passage
307,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,132,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3160201903711057,1,0.11800339260758974,0.98,116.37677935871938,Accidental_War,0,1,0,1,0.39935765372242593,46.37677935871938,0.9803896868253612,0.23453841614403048,52.003984121048035,0.10000000000000002,51.90398412104803,7.369606349771537,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4461538461538462,0,0.004536528833362848,0,-1,0,0,-1,25,-1,-1,-1,-1,-1,-1,2.5,2,1,0,0,0,0,0.9772727272727273,0.022727272727272728,0,1
308,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.095,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3223498264663477,1,0,0.97,113.94761260474806,Selective_Passage,0,0,0,0,0.37783276878157546,43.947612604748066,0.9458432041728758,0.20921502209597112,42.90976302015706,10.09,32.819763020157055,-12.364277316212238,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.43243243243243246,0.4631578947368421,0.08130379031348015,0,-1,0,0,54,15,-1,-1,-1,-39,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
309,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25862663013324727,0.3283390764102542,0.9385384839618345,0.97,119.7876995902175,Ground_War,1,0,0,1,0.579029730336329,49.78769959021751,0.9792764331908287,0.4459173298074458,60.144425602595184,0.3599999999999995,59.784425602595185,13.328968016503573,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0.125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0,0.7,0.3,0,1
310,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000002,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32935702565314395,1,0,0.97,109.42096754739029,Selective_Passage,0,0,0,0,0.40505753039775194,39.42096754739028,0.8656374217407203,0.2412441534091199,44.420908952152885,10.1,34.320908952152884,-6.375073244046753,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.49324324324324326,0.5217391304347826,0.13183223445177353,0,-1,0,0,126,11,-1,-1,-1,-115,-1,-1,1,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
311,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,96,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30401639694488886,0.9879147242630366,0.09660150007215138,0.9199999999999999,110.45416059396622,Ground_War,1,0,0,1,0.3905402368218401,40.45416059396622,0.9773466076976364,0.22416498449628244,52.54292091818714,0.45000000000000007,52.09292091818714,15.518347098961229,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,2,0.44680851063829785,0.43902439024390244,0.17257128528704913,1,-19,0,0,54,29,-1,-1,35,-25,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9583333333333334,0.041666666666666664,0,1
312,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30179449418112575,1,0.025166280837307542,0.9099999999999999,107.96725682624697,Selective_Passage,0,0,0,0,0.3694770748330445,37.96725682624696,1,0.19938479392122882,44.444631244392724,10.1,34.34463124439272,-5.175179402648908,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.49324324324324326,0.49635036496350365,0.16291245374966487,1,2,0,0,12,12,-1,-1,14,0,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
313,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3148535035305327,1,0.06867239294414451,0.97,113.05637946126039,Selective_Passage,0,0,0,0,0.37620733058116856,43.05637946126039,0.9994385138338575,0.20730274186019831,43.88919042325747,10.44,33.44919042325747,-10.674654486669915,0.25,0.1,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,1,0.5,0.49664429530201343,0.17383192898127836,0,-1,0,0,0,33,-1,-1,-1,33,-1,-1,2.5,2,1,0,0,0,0,0.9466666666666667,0.05333333333333334,0,1
314,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,25,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,116.24429945879332,Ground_War,1,0,0,1,0.4095948337953439,46.24429945879332,1,0.2465821574062869,52.31818872,1.0000000000000002,51.31818872,6.765185681608912,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,2,0.391304347826087,0,0.10135305910644969,0,-1,0,0,-1,14,-1,-1,-1,-1,-1,-1,1,2,1,0,0,0,0,0.76,0.24,0,1
315,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.125,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3210524864963732,1,0,0.97,109.88725157704482,Selective_Passage,0,0,0,0,0.38420021810627725,39.88725157704482,0.9573716800436604,0.21670613894856144,43.10720439969372,10.49,32.61720439969372,-9.087558971688878,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.44594594594594594,0.5,0.1746910617882809,1,0,0,0,95,29,-1,-1,95,-66,-1,-1,2.5,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
316,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,107,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09000000000000002,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.32541570945360554,1,0,0.97,110.46546099727632,Ground_War,1,0,0,1,0.3858074357991508,40.46546099727633,0.9008755681495824,0.21859698329311852,50.62339724800339,1.2999999999999998,49.323397248003396,11.810581667636086,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.45714285714285713,0.46938775510204084,0.19308444662728297,1,-30,0,0,57,14,-1,-1,27,-43,-1,-1,1,1,1,0,0,0,0,0.9252336448598131,0.07476635514018691,0,1
317,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,104,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09000000000000002,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.32348394566995187,1,0,0.97,110.48222720224253,Ground_War,1,0,0,1,0.3952315731537203,40.48222720224253,0.9181468987380026,0.2296842037102592,50.91869582621325,1,49.91869582621325,12.581958165294303,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,2,0.43137254901960786,0,0.20715213513147435,1,-1,0,0,-1,27,-1,-1,22,-1,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9807692307692307,0.019230769230769232,0,1
318,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29456160354766,0.8855859181490142,0.5762859979623767,0.97,114.95274297128404,Ground_War,1,0,0,1,0.5076845273161167,44.95274297128404,1,0.3619817968424902,53.8348971421042,0.9,52.9348971421042,10.642872227760215,0.25,0.30000000000000004,0,0,0,0.1,1,-1,0,0,0,1,2,2,0.25,0.2222222222222222,0.04598733847775084,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.5,0.5,0,1
319,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,39,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2917796456817712,0.9716808863865449,0.9814843200682076,0.97,117.59759015295961,Ground_War,1,0,0,1,0.40668460503784787,47.597590152959604,0.9988345389157618,0.24315835886805628,53.420717845601786,0.4,53.02071784560179,7.230836923522908,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,2,2,0.4444444444444444,0,0.04002170016184777,0,-1,0,0,-1,29,-1,-1,-1,-1,-1,-1,2.5,2,1,0,0,0,0,0.8461538461538461,0.15384615384615385,0,1
320,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3151828946689894,1,0,0.97,113.54788334805511,Selective_Passage,0,0,0,0,0.3821748727889436,43.54788334805511,0.9923641489433042,0.21432337975169835,46.587633870799415,10.3,36.28763387079941,-8.066943863617439,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.5392156862745098,0.0942368090294887,0,-1,0,0,47,13,-1,-1,-1,-34,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
321,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17000000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31112338604418077,1,0.15117213524897632,0.97,112.4110365928655,Selective_Passage,0,0,0,0,0.3712133853253234,42.4110365928655,1,0.20142751214743929,46.85281778614441,1.0000000000000004,45.85281778614441,4.589041591038551,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.4391891891891892,0.46078431372549017,0.1939918893480715,1,0,0,0,47,35,-1,-1,47,-12,-1,-1,2.5,1,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
322,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3038480315957039,1,0.02264706679381781,0.9199999999999999,111.90984692300705,Selective_Passage,0,0,0,0,0.3907040569662232,41.90984692300706,1,0.2243577140779096,49.958382672980434,0.4,49.558382672980436,10.198047666631169,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.44594594594594594,0.453125,0.08669793633161138,1,2,0,0,21,18,-1,-1,23,-3,-1,-1,1,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
323,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2965432833444539,1,0.9523361381927673,0.97,110.28597509864115,Selective_Passage,0,0,0,0,0.3895662760300488,40.285975098641146,0.9946237101335423,0.22301914827064565,44.59851610518886,10.19,34.40851610518886,-8.396369990646122,0.25,0.30000000000000004,0,0,0,0.02,3,-1,0,0,0,1,2,1,0.43243243243243246,0.42953020134228187,0.2305103840536526,1,25,0,0,0,28,-1,-1,25,28,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.96,0.04,0,1
324,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30910157618116785,1,0.029389786466489362,0.9099999999999999,111.06837701385487,Ground_War,1,0,0,1,0.47155114343337384,41.06837701385488,1,0.31947193345102803,52.53773380039095,1.16,51.377733800390956,13.745809048714769,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,2,2,0.3333333333333333,0,0.0012181298189152118,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.7272727272727273,0.2727272727272727,0,1
325,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.20113131184396837,0.1815539631937962,1,0.78,125.16500775025246,Ground_War,1,0,0,1,0.6414951189281616,55.16500775025246,1,0.5194060222684254,61.57511113943269,0,61.57511113943269,8.546804518906981,0.25,0.1,0,0,0,0.1111111111111111,1,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.5,2,1,0,1,0,1,0,1,0,0
326,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3038912101741323,1,0.020610725611570943,0.9199999999999999,114.83633050971943,Selective_Passage,0,0,0,0,0.40408817431751043,44.83633050971944,1,0.24010373449118877,49.95656917268645,1.2000000000000002,48.75656917268645,5.226984883956014,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4527027027027027,0.4482758620689655,0.06647020399858394,0,-1,0,0,120,13,-1,-1,-1,-107,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
327,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3094267020365299,1,0.5444826037029109,0.98,112.77033482584088,Selective_Passage,0,0,0,0,0.39077883964431775,42.770334825840884,0.9584887421728918,0.22444569369919734,46.409338917409606,10.1,36.309338917409605,-8.076244885539097,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,1,0.44594594594594594,0.4429530201342282,0.19645014359176532,1,35,0,0,0,32,-1,-1,35,32,-1,-1,2.5,1,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
328,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3177988372492405,1,0,0.97,111.51305258542793,Selective_Passage,0,0,0,0,0.3824736857281916,41.51305258542793,0.9862843919816915,0.21467492438610777,43.60237529610487,10.49,33.112375296104865,-10.500846611653827,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.44594594594594594,0.43333333333333335,0.14238214037473168,1,-51,0,0,89,16,-1,-1,38,-73,-1,-1,1,1,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
329,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.43636276494881515,1,0,0.97,90.71398878643237,Selective_Passage,0,0,0,0,0.35916606574510557,20.713988786432374,0.0022888669873070075,0.18725419499424187,26.421145822792372,11.56,14.861145822792372,-8.361204233771433,0.25,0.30000000000000004,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,2,0.44594594594594594,0.4485294117647059,0.5523834712182035,1,70,0,1,13,24,-1,149,83,11,-1,136,2.5,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
330,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,129,0.9466666666666667,0.05333333333333334,0,0,0.05333333333333334,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3302194171207582,1,0,0.97,105.69789414575524,Selective_Passage,0,0,0,0,0.39118790815726745,35.697894145755235,0.85792703382485,0.2249269507732558,44.28907970035629,10.950000000000001,33.33907970035629,-3.3697349219985,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.532258064516129,0.1867085060659797,1,-75,0,0,87,11,-1,-1,12,-76,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
331,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1600000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2952411984878944,1,0.9850104299485737,0.97,118.4881954931819,Selective_Passage,0,0,0,0,0.4198133521604047,48.4881954931819,1,0.2586039437181232,44.71986966350843,10.09,34.62986966350843,-15.398139810748297,0.25,0.1,0,0,0,0.013333333333333334,2,-1,0,0,0,1,2,1,0.5,0.5,0.05659747535098405,0,-1,0,0,91,25,-1,-1,-1,-66,-1,-1,2.5,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
332,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31629089480062067,1,0,0.97,113.28875551240537,Selective_Passage,0,0,0,0,0.3537213514802102,43.28875551240537,0.9996843322716588,0.1808486488002473,43.8318681385425,10.09,33.7418681385425,-10.607652637625414,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.5,0.07342262615123281,0,-1,0,0,35,12,-1,-1,-1,-23,-1,-1,1,2,1,0,0,0,0,0.98,0.02,0,1
333,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33676061348909464,1,0,0.98,109.03938856980218,Selective_Passage,0,0,0,0,0.3707688486887286,39.039388569802185,0.8445098313745888,0.20090452786909252,41.0188921742639,10.19,30.8288921742639,-10.263120494422857,0.25,0.2,0,1,0,0.02666666666666667,4,81,0,0,0,1,1,1,0.4391891891891892,0.44285714285714284,0.24303016186669857,1,31,0,0,9,33,-1,-1,40,24,-1,-1,2.5,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
334,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.318405965650104,1,0,0.97,110.24721569967458,Selective_Passage,0,0,0,0,0.35413119717233604,40.247215699674584,0.9808893025819868,0.18133082020274827,43.50997679471227,10.49,33.01997679471227,-9.034048631202893,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.42857142857142855,0,0.1347938536727589,0,-1,0,0,-1,13,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
335,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Selective_Economic_Pressure,Selective_Passage,Ceasefire_Talks,1,1,0,0,83,0.62,0.28,0.1,0,0.38,0.6650000000000001,Active_Military_War | Selective_Economic_Pressure | Selective_Passage | Ceasefire_Talks,0.454090969738,1,0,0.97,77.50368823749284,Selective_Passage,0,0,0,0,0.34287800291276344,7.503688237492837,0,0.16809176813266286,28.176627271004,15.680000000000001,12.496627271004,6.65725204468155,0.25,0.30000000000000004,0,1,0,0.013333333333333334,2,21,0,0,1,0,1,0,0.47297297297297297,0.4728682170542636,0.8251432699973802,1,0,1,1,20,23,145,79,20,3,125,59,2.5,0.6666666666666666,1,0,0,0,0,0.9933333333333333,0.006666666666666667,0,1
336,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17000000000000007,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3456171338472452,1,0,0.97,106.15493015665503,Selective_Passage,0,0,0,0,0.3713674795435772,36.15493015665503,0.7202605871607433,0.201608799463032,41.93531165920892,1,40.93531165920892,6.373842003405194,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,1,0,0.46621621621621623,0.4838709677419355,0.2753956365872424,1,-11,0,0,25,14,-1,-1,14,-11,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
337,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32023257482958534,1,0,0.97,115.01919871921463,Selective_Passage,0,0,0,0,0.39928866489081516,45.01919871921463,0.9472164470568508,0.23445725281272367,48.61571580066237,1,47.61571580066237,3.462022775263655,0.25,0.1,0,0,0,0.013333333333333334,2,-1,0,0,1,0,1,0,0.49324324324324326,0.5087719298245614,0.19884807281434766,1,9,0,0,35,33,-1,-1,44,-2,-1,-1,2.5,2,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
338,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3163578585124028,1,0,0.97,114.6229596139284,Selective_Passage,0,0,0,0,0.37301017479694043,44.622959613928394,0.9818591435483626,0.20354138211404751,46.40802332247878,0.8,45.608023322478786,1.3134182780671892,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.4675324675324675,0.05905282161275438,0,-1,0,0,72,13,-1,-1,-1,-59,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
339,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2543294466887225,0.32843392194498466,0.9389734220371745,0.97,122.33027592815307,Ground_War,1,0,0,1,0.6043397597653297,52.33027592815307,0.9623375458950364,0.475693835018035,58.4005452765022,0,58.4005452765022,8.093692464465505,0.25,0.2,0,0,0,0.1111111111111111,1,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,1,0.3333333333333333,0.6666666666666666,0,1
