run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,selective-passage-share,partial-closure-share,contested-reopening-share,ever-selective-passage
160,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.33899477327615557,1,0.08148297978690705,0.98,113.18378157405618,Ground_War,1,0,0,1,0.5202903594438635,43.18378157405618,0.8366265954258856,0.3768121875810159,49.25638930568245,0.3699999999999997,48.88638930568245,7.6034769755016995,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0,1
161,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.23462522828822738,0.20295815377497226,1,0.9404,124.11879911073343,Ground_War,1,0,0,1,0.6174522527219244,54.118799110733434,1,0.4911202973199111,60.838244977659,0.10000000000000002,60.738244977659,8.825927822567422,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,4,0,0.125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,0.6666666666666666,1,0,1,0,1,0.2,0.8,0,1
162,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000007,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32910626046149855,1,0,0.98,109.45858351050458,Selective_Passage,0,0,0,0,0.3874979615723887,39.45858351050458,0.9174547169214304,0.22058583714398666,42.22868676211151,10.09,32.138686762111504,-10.456995354847258,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.46621621621621623,0.4666666666666667,0.18880042561826044,1,-102,0,0,119,12,-1,-1,17,-107,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
163,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25458647908876775,0.28211076417174497,1,0.97,121.9826243611576,Ground_War,1,0,0,1,0.6115108352364085,51.9826243611576,0.921148735803179,0.4841303943957747,58.1569476172007,0,58.1569476172007,8.232431008057468,0.25,0.1,0,0,0,0.1,1,-1,0,0,1,0,4,0,0.125,0.1111111111111111,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.5,2,1,0,1,0,1,0.5,0.5,0,1
164,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,95,0.9866666666666667,0.013333333333333334,0,0,0.013333333333333334,0.21500000000000008,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3151106050334784,1,0,0.97,114.79994418330585,Selective_Passage,0,0,0,0,0.3888155737685428,44.79994418330585,0.9930104692665194,0.22213596913946212,49.39868440749875,1.2500000000000024,48.14868440749875,4.464986965590533,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.4479166666666667,0.13638288643906696,1,32,0,0,53,19,-1,-1,85,-34,-1,-1,1,2,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
165,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3164949426928872,1,0.7312400508044714,0.98,108.80445493902948,Selective_Passage,0,0,0,0,0.36177743405280516,38.80445493902948,0.9163036383831864,0.19032639300330015,42.771862271125606,11.17,31.601862271125604,-9.003240834879847,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,2,1,0.5,0.49664429530201343,0.24923485917763527,1,28,0,0,0,26,-1,-1,28,26,-1,-1,2.5,1,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
166,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,63,0.94,0.06,0,0,0.06,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33185047009132124,1,0,0.98,111.42022916661193,Selective_Passage,0,0,0,0,0.42043767487405603,41.42022916661193,0.8612267533498924,0.2593384410283012,44.261491997703175,10,34.261491997703175,-8.948421461135943,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,1,0.48299319727891155,0.5,0.094986620239903,1,17,0,0,63,16,-1,-1,80,-47,-1,-1,1,1,1,0,0,0,0,0.9933333333333333,0.006666666666666667,0,1
167,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24848716046439925,0.29302389741085455,1,0.98,127.04324399915998,Accidental_War,0,1,0,1,0.6252629208544118,57.043243999159984,1,0.5003093186522493,60.53328246978322,0,60.53328246978322,4.653384627497644,0.25,0.30000000000000004,0,0,0,0.09090909090909091,1,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.5,0.6666666666666666,1,0,1,0,1,0.2727272727272727,0.7272727272727273,0,1
168,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,77,0.9933333333333333,0.006666666666666667,0,0,0.006666666666666667,0.20000000000000012,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3185467829616844,1,0,0.97,113.32349574497229,Selective_Passage,0,0,0,0,0.4156115892728903,43.32349574497229,0.9796379659884064,0.2536606932622239,43.48854589386549,10.09,33.39854589386549,-14.178499787295436,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0,0.08940340610247079,1,-1,0,0,-1,15,-1,-1,17,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
169,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15500000000000005,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29516859783770805,1,0.9884134854613019,0.97,114.1147124100486,Selective_Passage,0,0,0,0,0.36806799003319723,44.1147124100486,1,0.1977270470978791,44.72291889081626,10.29,34.43291889081626,-10.7575483547026,0.25,0.1,0,1,0,0.02,3,1,0,0,0,1,2,1,0.5102040816326531,0.5033557046979866,0.2388293211796055,1,35,0,0,0,35,-1,-1,35,35,-1,-1,2.5,2,1,0,0,0,0,0.94,0.06,0,1
170,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31628481403000797,1,0,0.97,113.42779569763711,Selective_Passage,0,0,0,0,0.35978999451084615,43.42779569763711,0.9997383674659078,0.1879882288362896,43.832793567316926,10.09,33.74279356731692,-10.761113478133538,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.4811320754716981,0.14039802550731667,0,-1,0,0,43,14,-1,-1,-1,-29,-1,-1,1,2,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
171,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,18,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.26331210083549694,0.5040122804053965,0.9572505790551901,0.98,122.77107368452572,Ground_War,1,0,0,1,0.5271900417528872,52.77107368452572,1,0.3849294608857496,57.43681808247675,0,57.43681808247675,6.220992530601379,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0.3125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,1,0.5,0.5,0,1
172,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,30,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30111706746257516,1,0.057114343398644185,0.9099999999999999,114.10114452943948,Ground_War,1,0,0,1,0.4293224024678609,44.10114452943948,1,0.2697910617268952,52.873083166571845,0.8,52.07308316657185,10.629251516176488,0.25,0.2,0,0,0,0.03333333333333333,1,-1,0,0,0,1,1,2,0.35714285714285715,0.3448275862068966,0.09912608280933265,0,-1,0,0,0,17,-1,-1,-1,17,-1,-1,1,1,1,0,0,0,0,0.8666666666666667,0.13333333333333333,0,1
173,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,86,0.5733333333333334,0.4266666666666667,0,0,0.4266666666666667,0.39499999999999996,Military_Pause | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.31699073831413516,1,0.23227526588916536,0.97,104.01037788027875,Selective_Passage,0,0,0,0,0.36935914195209324,34.01037788027875,0.9494309078254733,0.1992460493554038,43.17933224784219,12.989999999999998,30.18933224784219,-5.458636617766519,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.53125,0.31052909874398066,1,-36,0,0,85,29,-1,-1,49,-56,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9933333333333333,0.006666666666666667,0,1
174,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15500000000000005,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3332354349451497,1,0,0.98,108.7366716164178,Selective_Passage,0,0,0,0,0.386269856919641,38.736671616417794,0.8953276821372481,0.2191410081407541,41.7329742466999,10.09,31.642974246699897,-10.13385338531128,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.4965986394557823,0.5,0.2637524088596837,1,-45,0,0,63,18,-1,-1,18,-45,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.96,0.04,0,1
175,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08500000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32489766418651206,1,0,0.97,112.30464482439348,Selective_Passage,0,0,0,0,0.3700401963418164,42.30464482439347,0.9232025036939031,0.20004728981390163,42.52200914997089,10.49,32.03200914997089,-11.41403963824731,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,2,0.4527027027027027,0.4731182795698925,0.08838642717712317,0,-1,0,0,56,27,-1,-1,-1,-29,-1,-1,2.5,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
176,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.33631733249481155,1,0,0.97,113.00541802185523,Ground_War,1,0,0,1,0.514793380279438,43.005418021855235,0.8034073698697201,0.37034515326992695,48.95692342160245,0.10000000000000002,48.856923421602446,7.8020071996629525,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,2,0,0.125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,0,0,0,0.7,0.3,0,1
177,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,149,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,117.95109839462154,Ground_War,1,0,0,1,0.4173494844527359,47.951098394621546,1,0.2557052758267481,52.31818872,0,52.31818872,5.8227871005046055,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4557823129251701,0.3125,0,0,-1,0,0,132,26,-1,-1,-1,-106,-1,-1,2.5,1,1,0,0,0,0,0.9798657718120806,0.020134228187919462,0,1
178,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,112,0.9666666666666667,0.03333333333333333,0,0,0.03333333333333333,0.23000000000000015,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3204115893500712,1,0,0.97,111.32761233975228,Selective_Passage,0,0,0,0,0.40221111331137704,41.327612339752285,0.9456159309950007,0.2378954274251494,48.58835079163502,2.100000000000002,46.48835079163502,6.880984602510317,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4864864864864865,0.5,0.12831559419459743,1,34,0,0,25,11,-1,-1,59,-14,-1,-1,1,1,1,0,0,0,0,0.98,0.02,0,1
179,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.055,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2614841027349588,0.4691467824980938,0.9349902005694877,0.98,119.89448249143398,Accidental_War,0,1,0,1,0.5609831346343683,49.894482491433976,1,0.4246860407463156,57.72278699014316,0.25,57.47278699014316,10.10440599827892,0.25,0.30000000000000004,0,0,0,0.07692307692307693,1,-1,0,0,1,0,4,0,0.3,0,0.06385955816638235,0,-1,0,0,10,-1,-1,-1,-1,-1,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.6153846153846154,0.38461538461538464,0,1
180,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3088990782909614,1,0.02251520973255959,0.9199999999999999,110.06703451905976,Selective_Passage,0,0,0,0,0.3968354218999041,40.06703451905976,0.9548650776220355,0.23157108458812248,49.186565674292865,0.9500000000000001,48.23656567429286,10.892708206977474,0.25,0.30000000000000004,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.46621621621621623,0.46308724832214765,0.11425043456165149,1,58,0,0,0,13,-1,-1,58,13,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
181,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,78,0.6066666666666667,0.3933333333333333,0,0,0.3933333333333333,0.355,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3193224626791083,1,0,0.97,110.9117819928629,Selective_Passage,0,0,0,0,0.36833479301084804,40.9117819928629,0.9553534915321841,0.19804093295393885,45.95483986247653,2.1500000000000004,43.804839862476534,3.8574104928181825,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.5,0.5211267605633803,0.1531923654055102,1,9,0,0,78,26,-1,-1,87,-52,-1,-1,2.5,2,1,0,0,0,0,1,0,0,1
182,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,63,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12500000000000003,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3013352751999862,1,0.04682346727097893,0.9099999999999999,115.01038262715107,Accidental_War,0,1,0,1,0.4035668309674464,45.01038262715108,1,0.23949038937346628,52.863918441600575,0.9,51.963918441600576,9.27138108593266,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,2,0.4262295081967213,0.45161290322580644,0.050657995042398304,0,-1,0,0,31,11,-1,-1,-1,-20,-1,-1,1,2,1,0,0,0,0,0.9523809523809523,0.047619047619047616,0,1
183,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2767340577684236,0.4609774396756592,0.7452865280341701,0.97,119.3028862855021,Accidental_War,0,1,0,1,0.599449298020984,49.302886285502105,0.8769176599640922,0.46994035061292233,55.60508391922699,0,55.60508391922699,8.402930178299847,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0,0.7777777777777778,0.2222222222222222,0,1
184,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,114.44926299432625,Selective_Passage,0,0,0,0,0.4125885442485912,44.44926299432625,1,0.25010416970422494,49.51818872,0.4,49.11818872,6.225234300898336,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.44594594594594594,0.4642857142857143,0.1235030655024363,1,-17,0,0,37,14,-1,-1,20,-23,-1,-1,1,1,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
185,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3416775755092959,1,0.04326226497534358,0.97,108.18985231464563,Selective_Passage,0,0,0,0,0.38154389143654194,38.18985231464564,0.7472814124898701,0.21358104874887285,45.23583134348396,0.4,44.83583134348396,8.861305371784425,0.25,0.30000000000000004,0,1,0,0.02,3,39,0,0,1,0,1,0,0.5,0.5135135135135135,0.21848236562955722,1,-7,0,0,38,26,-1,-1,31,-12,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
186,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3198273717806519,1,0,0.97,115.66525563970403,Ground_War,1,0,0,1,0.4777110575349444,45.66525563970403,0.9508392480808612,0.32671889121758163,51.4776570614153,0,51.4776570614153,7.749868562281698,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,2,0,0.2,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.8333333333333334,0.16666666666666666,0,1
187,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.26968568844027657,0.36250002651108204,0.9383502736385548,0.98,121.48451891241577,Ground_War,1,0,0,1,0.6038149452701913,51.484518912415766,0.8631347373790731,0.4750764062002251,58.971992753346505,0.4,58.57199275334651,9.449965121240986,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,4,2,0.125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,2,1,0,0,0,1,0.7,0.3,0,1
188,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32213080806914024,1,0,0.97,112.72489425491611,Selective_Passage,0,0,0,0,0.3575340478900755,42.724894254916116,0.9991636128612513,0.18533417398832408,43.580134860575626,10.81,32.770134860575624,-11.060843771489438,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,2,0.5,0.532258064516129,0.0705944856499874,0,-1,0,0,87,10,-1,-1,-1,-77,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
189,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,20,0.8933333333333333,0.10666666666666667,0,0,0.10666666666666667,0.31,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.35396887565642626,1,0,0.97,106.16125249721341,Selective_Passage,0,0,0,0,0.3750320479972006,36.16125249721341,0.6648687070623381,0.20592005646729483,38.097679190003085,10.49,27.607679190003083,-10.691966634012914,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,2,0.5202702702702703,0.5263157894736842,0.2064436488142872,1,25,0,0,16,22,-1,-1,41,6,-1,-1,2.5,1,1,0,0,0,0,0.98,0.02,0,1
190,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Ceasefire_Talks,1,1,0,1,75,0.64,0.2733333333333333,0.08666666666666667,0,0.36,0.545,Military_Pause | Prolonged_Economic_War | Selective_Passage | Ceasefire_Talks,0.39258784049781204,1,0,0.97,96.88785030740523,Selective_Passage,0,0,0,0,0.33310103069512736,26.887850307405234,0.49942774353755576,0.1565894478766204,34.04552671895759,15.81,18.235526718957587,-10.815404485559558,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.5135135135135135,0.5462962962962963,0.40027771449123656,1,70,0,0,41,14,-1,-1,111,-27,-1,-1,1,1,1,0,0,0,0,0.9933333333333333,0.006666666666666667,0,1
191,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,117,0.9733333333333334,0.02666666666666667,0,0,0.02666666666666667,0.2300000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31777924574507455,1,0.013256444466566264,0.97,109.53050809897769,Selective_Passage,0,0,0,0,0.3878976513893071,39.53050809897769,0.9666377995713509,0.2210560604580083,48.959580393391626,0.9,48.05958039339163,11.372096392551917,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0,0.2340002294959355,1,-1,0,0,-1,30,-1,-1,26,-1,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
192,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Selective_Economic_Pressure,Selective_Passage,Ceasefire_Talks,1,1,0,0,98,0.6533333333333333,0.26,0.08666666666666667,0,0.3466666666666667,0.7,Military_Pause | Selective_Economic_Pressure | Selective_Passage | Ceasefire_Talks,0.42878889160000005,1,0,0.97,82.81226557145163,Selective_Passage,0,0,0,0,0.3551193561430102,12.812265571451638,0,0.1824933601682473,26.7108665528,16.689999999999998,10.020866552800001,-3.9877128837880527,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.54,0.7191592183424131,1,-73,1,1,99,13,138,93,26,-86,39,-6,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
