run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-severe-escalation,outcome-managed-stalemate,ever-managed-stalemate,ms-share,ms-duration,first-managed-stalemate-tick,military-deescalation-window-flag,awrp-current,risk-premium,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit
247,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,66,0.88,0.12,0,0,0.12,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3081056141039727,1,0.7368363109804009,0.98,109.96576632891328,Selective_Passage,0,0,1,0.02666666666666667,4,73,0,0.3569210242622697,39.965766328913276,2.5,1,1,0,0,0,0
248,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3126787871593862,1,0.21113349898256747,0.97,112.02811744679983,Selective_Passage,0,0,0,0,0,-1,0,0.3808120713711083,42.02811744679983,2.5,1,1,0,0,0,0
249,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1850000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32580946335516386,1,0,0.97,111.13728115236657,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3704723880187741,41.13728115236657,2.5,1,1,0,0,0,0
250,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.337400001396845,0.8958062006473151,0.4153189377030358,0.98,112.18023830293114,Ground_War,1,0,0,0,0,-1,0,0.5260566684593839,42.180238302931144,2.5,1,1,0,0,0,0
251,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,139,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2833210289320855,0.9777825970689692,0.8272709597887328,0.9099999999999999,113.99420531592204,Ground_War,1,0,1,0.02158273381294964,3,71,0,0.3903654304865922,43.994205315922045,2.5,1,1,0,0,0,0
252,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3182534420299037,1,0,0.97,113.29189986792099,Selective_Passage,0,0,1,0.013333333333333334,2,75,0,0.38627720714032543,43.29189986792099,2.5,1,1,0,0,0,0
253,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2578316178344894,0.3633857876750468,0.9421275528380344,0.98,122.57548899615067,Ground_War,1,0,0,0.1111111111111111,1,-1,0,0.6217945160469363,52.57548899615067,2.5,1,1,0,0,0,1
254,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,68,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.135,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2933533277432678,1,0.9892243094101217,0.97,112.68290706130645,Ground_War,1,0,0,0.029411764705882353,2,-1,0,0.39696417456829336,42.682907061306445,2.5,1,1,0,0,0,0
255,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,118,0.86,0.14,0,0,0.14,0.31,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32487863819275226,1,0,0.97,112.88340736514198,Selective_Passage,0,0,0,0,0,-1,0,0.397468915302417,42.88340736514198,2.5,1,1,0,0,0,0
256,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,58,0.98,0.02,0,0,0.02,0.21000000000000013,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3281338239736263,1,0.019267064178037308,0.97,110.11090186308058,Selective_Passage,0,0,0,0,0,-1,0,0.37806661373376826,40.11090186308058,2.5,1,1,0,0,0,0
257,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,40,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2897381154129204,0.9124242575930452,0.9815906438397298,0.98,117.6265017855536,Ground_War,1,0,0,0.025,1,-1,0,0.41843952081098235,47.6265017855536,2.5,1,1,0,0,0,0
258,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,138,0.9266666666666666,0.07333333333333333,0,0,0.07333333333333333,0.31,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3148936008290485,1,1.0813539989773524e-5,0.97,109.55731659240232,Selective_Passage,0,0,1,0.013333333333333334,2,72,0,0.38154141838403777,39.55731659240231,2.5,1,1,0,0,0,0
259,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3147758181721203,1,0.08284564384613013,0.97,113.54874357632166,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3902267236793481,43.548743576321655,2.5,1,1,0,0,0,0
260,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31373477918576403,1,0.5880673947143079,0.97,110.39379038921226,Selective_Passage,0,0,0,0.03333333333333333,5,-1,0,0.3665040577455677,40.39379038921225,2.5,1,1,0,0,0,0
261,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27335238128863404,0.4033201185304701,0.8445643744986753,0.97,116.66356627769298,Ground_War,1,0,0,0,0,-1,0,0.5501685271006254,46.66356627769298,2.5,1,1,0,0,0,0
262,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31742819621364365,1,0.07154315524703578,0.97,110.62440173510547,Selective_Passage,0,0,0,0,0,-1,0,0.38351865072781854,40.624401735105465,2.5,1,1,0,0,0,0
263,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3250334785928631,1,0,0.98,108.91257597965082,Selective_Passage,0,0,0,0,0,-1,0,0.3691619734694994,38.912575979650825,2.5,1,1,0,0,0,0
264,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,16,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2976213429012843,0.7583903560886688,0.6638700209754866,0.98,117.03517820058943,Ground_War,1,0,0,0,0,-1,0,0.5128263193628653,47.035178200589435,2.5,1,1,0,0,0,0
265,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,94,0.9066666666666666,0.09333333333333334,0,0,0.09333333333333334,0.32,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3233165877749085,1,0,0.98,111.98332645129688,Selective_Passage,0,0,0,0,0,-1,0,0.3706412446653885,41.98332645129688,2.5,1,1,0,0,0,0
266,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.34342002316512266,1,0,0.97,107.83636023469865,Selective_Passage,0,0,1,0.013333333333333334,2,11,0,0.36963401584494315,37.836360234698645,2.5,1,1,0,0,0,0
267,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,42,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30071196642754433,1,0.6421841903629341,0.97,113.8144326935905,Ground_War,1,0,0,0.023809523809523808,1,-1,0,0.3977456556885962,43.814432693590504,2.5,1,1,0,0,0,0
268,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,0,126,0.9466666666666667,0.05333333333333334,0,0,0.05333333333333334,0.2400000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3212754234539074,1,0.51305541695943,0.97,107.0653478160128,Selective_Passage,0,0,1,0.04,6,14,0,0.358683114395825,37.065347816012796,2.5,1,1,0,0,0,0
269,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,125,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29897221506483385,0.9816407718094474,0.10114994198697494,0.9099999999999999,113.03420979524918,Ground_War,1,0,0,0.008,1,-1,0,0.39419554283500613,43.03420979524919,2.5,1,1,0,0,0,0
270,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31595371985177806,1,0.13717653959615786,0.98,110.88103660545008,Selective_Passage,0,0,1,0.013333333333333334,2,57,0,0.378847115300549,40.88103660545007,2.5,1,1,0,0,0,0
271,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,130,0.9133333333333333,0.08666666666666667,0,0,0.08666666666666667,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3106978351026962,1,0.36818219077956177,0.97,107.54016936853827,Selective_Passage,0,0,0,0.02,3,-1,0,0.36662812387988286,37.540169368538265,2.5,1,1,0,0,0,0
272,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27930867070178694,0.5431078340345178,0.774391637020192,0.97,116.02109762559861,Accidental_War,1,0,0,0,0,-1,0,0.5618204426908513,46.021097625598614,2.5,1,1,0,0,0,0
273,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000005,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3183097181287805,1,0.08936951131162812,0.97,111.67091336119915,Selective_Passage,0,0,1,0.013333333333333334,2,21,0,0.368186140467279,41.670913361199155,2.5,1,1,0,0,0,0
274,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32737539798510523,1,0,0.97,110.6274187007463,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3665713990959438,40.627418700746304,2.5,1,1,0,0,0,0
275,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,38,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.095,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.28553299501733387,0.8844785273696274,0.9986382039325471,0.97,115.51006135178886,Accidental_War,1,0,0,0.05263157894736842,2,-1,0,0.41969683576606953,45.51006135178886,2.5,1,1,0,1,0,0
276,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3091547498146266,1,0.2705705945313632,0.97,112.89807536758792,Selective_Passage,0,0,1,0.02666666666666667,4,84,0,0.39079814010120817,42.898075367587914,2.5,1,1,0,0,0,0
277,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29469920969735613,1,0.9257512876176148,0.97,111.43790579308013,Selective_Passage,0,0,1,0.03333333333333333,5,137,0,0.3697908838073114,41.437905793080134,2.5,1,1,0,0,0,0
278,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1900000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31832161479011045,1,0,0.97,112.28190035872241,Selective_Passage,0,0,1,0.013333333333333334,2,60,0,0.3894878911019312,42.28190035872241,2.5,1,1,0,0,0,0
279,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,86,0.7266666666666667,0.2733333333333333,0,0,0.2733333333333333,0.39499999999999996,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3274348652019611,1,0,0.97,111.22881935700195,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3991039202514981,41.22881935700196,2.5,1,1,0,0,0,0
280,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31250752021906175,1,0.08589510379825871,0.97,115.66043809377119,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.39201897150404885,45.66043809377119,2.5,1,1,0,0,0,0
281,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,15,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25076238148646746,0.32702362701582915,0.9984754357910186,0.98,122.78334124531713,Ground_War,1,0,0,0,0,-1,0,0.5467608383938387,52.78334124531714,2.5,1,1,0,1,0,1
282,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000004,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3084489006638204,1,0.2773033076862674,0.97,111.91107645599334,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.3950519809046028,41.91107645599334,2.5,1,1,0,0,0,0
283,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2555492775874789,0.41020785245918057,0.9371889277281786,0.97,122.7020386012231,Ground_War,1,0,0,0,0,-1,0,0.5770750400350975,52.702038601223094,2.5,1,1,0,0,0,1
284,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,96,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08500000000000002,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30243814681441095,1,0.5607759472547189,0.97,114.19849526601111,Ground_War,1,0,1,0.041666666666666664,4,1,0,0.39402641930752974,44.19849526601111,2.5,1,1,0,0,0,0
285,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,47,0.8333333333333334,0.16666666666666666,0,0,0.16666666666666666,0.305,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3409194423723119,1,0,0.98,107.92327995179787,Selective_Passage,0,0,0,0,0,-1,0,0.3675053888398777,37.92327995179787,2.5,1,1,0,0,0,0
286,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08500000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31146948359224347,1,0.5908167103124293,0.98,111.67611775837088,Selective_Passage,0,0,0,0.02,3,-1,0,0.3806220531747735,41.67611775837087,2.5,1,1,0,0,0,0
287,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3012632904424082,1,0.9584849604307312,0.98,114.45940309588346,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.3901743149800709,44.45940309588346,2.5,1,1,0,0,0,0
288,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,0,57,0.3933333333333333,0.6066666666666667,0,0,0.6066666666666667,0.3399999999999999,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.4258341392395524,1,0,0.97,92.73821093678245,Selective_Passage,0,0,0,0,0,-1,0,0.3770356809278031,22.73821093678245,2.5,1,1,0,0,0,0
289,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25035296081372693,0.3210981531834064,0.9993492810543316,0.98,124.29082636425443,Ground_War,1,0,0,0,0,-1,0,0.6232348516482529,54.29082636425443,2.5,1,1,0,1,0,1
290,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.18500000000000008,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3328743849440611,1,0.013647407236413278,0.98,108.09822801251904,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.372254493970771,38.098228012519044,2.5,1,1,0,0,0,0
291,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2564484685178307,0.35478514504854397,0.964406121323112,0.97,121.88468138825296,Ground_War,1,0,0,0.1111111111111111,1,-1,0,0.6210662795630322,51.88468138825296,2.5,1,1,0,0,0,1
292,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16500000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,112.89090633794721,Selective_Passage,0,0,1,0.02,3,11,0,0.39535326744002264,42.890906337947214,2.5,1,1,0,0,0,0
293,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.293786364970861,0.979481443816642,0.33900145797185655,0.9099999999999999,111.63315125497934,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3738528268099709,41.633151254979346,2.5,1,1,0,0,0,0
294,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,69,0.8733333333333333,0.12666666666666668,0,0,0.12666666666666668,0.355,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30184719765647455,0.9742469553581958,0.31376951510105766,0.9401599999999999,112.00333248083327,Selective_Passage,0,0,1,0.013333333333333334,2,53,0,0.37303338043687195,42.003332480833265,2.5,1,1,0,0,0,0
295,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3282479126038982,1,0,0.97,108.91850528423751,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.37887852116947063,38.91850528423751,2.5,1,1,0,0,0,0
296,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,121,0.9933333333333333,0.006666666666666667,0,0,0.006666666666666667,0.20000000000000012,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29117652425213936,0.9708379811542447,0.4351931564159542,0.9099999999999999,112.96012980751681,Selective_Passage,0,0,0,0,0,-1,0,0.38164731526083273,42.9601298075168,2.5,1,1,0,0,0,0
297,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.18000000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2936449814385754,1,0.9754696548493033,0.97,109.96393697021999,Selective_Passage,0,0,1,0.04666666666666667,7,134,0,0.38441886430003763,39.96393697021999,2.5,1,1,0,0,0,0
298,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.06000000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30858281473916005,1,0.2989882579909618,0.97,113.63421947914676,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.391755803965351,43.634219479146765,2.5,1,1,0,0,0,0
299,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,20,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2512854145722496,0.5476790955046328,1,0.9099999999999999,118.71714376061301,Ground_War,1,0,0,0,0,-1,0,0.4846698554732666,48.71714376061301,2.5,1,1,0,1,0,0
