run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-severe-escalation,outcome-managed-stalemate,ever-managed-stalemate,ms-share,ms-duration,first-managed-stalemate-tick,military-deescalation-window-flag,awrp-current,risk-premium,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit
107,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,85,0.66,0.34,0,0,0.34,0.33,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32033542494613887,1,0.09899331991025999,0.98,110.21672435644643,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3786534735841372,40.21672435644644,2.5,1,1,0,0,0,0
108,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.23470494805955364,0.2963380435901288,1,0.9099999999999999,120.55319127090445,Ground_War,1,0,0,0,0,-1,0,0.5783772299971273,50.55319127090445,2.5,1,1,0,1,0,1
109,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,71,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30723518870986105,1,0.33454307159682006,0.97,114.93469746010419,Ground_War,1,0,0,0,0,-1,0,0.39687887585383175,44.934697460104196,2.5,1,1,0,0,0,0
110,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3060977540547658,1,0.6819007232673958,0.97,109.80800337161048,Selective_Passage,0,0,0,0.02666666666666667,4,-1,0,0.37010521103905075,39.80800337161048,2.5,1,1,0,0,0,0
111,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09500000000000006,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3204804295203349,1,0.12346283305168912,0.98,111.62302228171109,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.3901435680229062,41.62302228171108,2.5,1,1,0,0,0,0
112,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32518713413594985,1,0,0.97,110.78503354982155,Selective_Passage,0,0,0,0,0,-1,0,0.3916853852825299,40.785033549821556,2.5,1,1,0,0,0,0
113,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,20,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27190181993787416,0.6782831060191931,1,0.97,121.61136877899673,Accidental_War,1,0,0,0,0,-1,0,0.5078681228861182,51.61136877899674,2.5,1,1,0,1,0,1
114,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29698873018826727,1,0.8177754108532708,0.97,114.6595883804023,Selective_Passage,0,0,1,0.02666666666666667,4,54,0,0.3802670574752234,44.6595883804023,2.5,1,1,0,0,0,0
115,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,14,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2453434172429237,0.2756878674952049,1,0.97,121.98296293295589,Ground_War,1,0,0,0,0,-1,0,0.5437998630213994,51.982962932955886,2.5,1,1,0,1,0,1
116,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2950329886167305,1,0.9961999269093721,0.97,111.30913674367102,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3801606102838422,41.309136743671026,2.5,1,1,0,1,0,0
117,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3064456328451372,1,0.3717792470695524,0.97,114.37451457060037,Selective_Passage,0,0,0,0,0,-1,0,0.38275036461034206,44.37451457060037,2.5,1,1,0,0,0,0
118,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000008,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3130739352376788,1,0.08590048522181938,0.97,113.50438668676489,Selective_Passage,0,0,0,0,0,-1,0,0.37891146054145974,43.50438668676489,2.5,1,1,0,0,0,0
119,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,51,0.9133333333333333,0.08666666666666667,0,0,0.08666666666666667,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31326815802351143,1,0.07039034196182203,0.97,110.83322159840017,Selective_Passage,0,0,1,0.04,6,110,0,0.38860438791462953,40.83322159840017,2.5,1,1,0,0,0,0
120,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,101,0.9333333333333333,0.06666666666666667,0,0,0.06666666666666667,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3140010781256134,1,0.42635468581594416,0.98,111.7836348248796,Selective_Passage,0,0,1,0.03333333333333333,5,15,0,0.38219898206071,41.7836348248796,2.5,1,1,0,0,0,0
121,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,62,0.9666666666666667,0.03333333333333333,0,0,0.03333333333333333,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30844669429314087,1,0.43603589330254583,0.97,112.07911542354927,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.39346573297171394,42.07911542354926,2.5,1,1,0,0,0,0
122,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2534266175617617,0.39004484401832484,0.974566153010714,0.97,124.3924836655599,Accidental_War,1,0,0,0,0,-1,0,0.5776529587438988,54.39248366555989,2.5,1,1,0,0,0,1
123,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16500000000000006,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32121790907454395,1,0,0.97,109.79674531454529,Selective_Passage,0,0,0,0,0,-1,0,0.3674337357050034,39.796745314545284,2.5,1,1,0,0,0,0
124,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,84,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3288704695715182,1,0.3243922003599924,0.97,110.99597314510635,Ground_War,1,0,1,0.08333333333333333,7,39,0,0.39161885391895734,40.99597314510635,2.5,1,1,0,0,0,0
125,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,20,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.245613983691922,0.2797893477431782,1,0.97,124.63785047752145,Ground_War,1,0,0,0,0,-1,0,0.5133431781254545,54.63785047752145,2.5,1,1,0,1,0,1
126,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2829250571621033,0.38453856358848154,0.8018082587599472,0.98,117.21521906067258,Ground_War,1,0,0,0,0,-1,0,0.5778575576122393,47.21521906067258,2.5,1,1,0,0,0,0
127,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,56,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,1,0,0,1,25,0.8571428571428571,0.14285714285714285,0,0,0.14285714285714285,0.3,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3014209078120455,1,0.6087498673813679,0.97,113.81489975637936,Ground_War,1,0,0,0.03571428571428571,2,-1,0,0.4113096206854144,43.81489975637937,2.5,1,1,0,0,0,0
128,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,137,0.9333333333333333,0.06666666666666667,0,0,0.06666666666666667,0.305,Military_Pause | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3236826610363717,0.9933335896324419,0.08003446074451921,0.9099999999999999,103.83977478289324,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.36667777722889383,33.83977478289325,2.5,1,1,0,0,0,0
129,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11500000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.310460417113981,1,0.5311688847738599,0.97,110.27277103487035,Selective_Passage,0,0,0,0.013333333333333334,2,-1,0,0.37231144082743123,40.272771034870345,2.5,1,1,0,0,0,0
130,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09500000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3104100517268162,1,0.2411466019890421,0.97,111.43598630992287,Selective_Passage,0,0,0,0.02,3,-1,0,0.38388904867169094,41.43598630992286,2.5,1,1,0,0,0,0
131,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,50,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29312484,1,1,0.97,116.05863743941595,Accidental_War,1,0,0,0,0,-1,0,0.40561644031207156,46.058637439415946,2.5,1,1,0,1,0,0
132,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,17,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2628686487040234,0.4949617892481424,0.9500071028625775,0.98,121.35053615999087,Accidental_War,1,0,0,0,0,-1,0,0.5215511621319234,51.35053615999087,2.5,1,1,0,0,0,1
133,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17000000000000018,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31392127201946657,1,0.019221278085901433,0.97,114.96243122671373,Selective_Passage,0,0,1,0.013333333333333334,2,59,0,0.39758081911020215,44.96243122671374,2.5,1,1,0,0,0,0
134,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3168983242181329,1,0.028765553130830346,0.97,112.88940447494289,Selective_Passage,0,0,1,0.04666666666666667,7,18,0,0.3786467806787852,42.889404474942886,2.5,1,1,0,0,0,0
135,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,124,0.86,0.14,0,0,0.14,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3361288064694371,1,0,0.98,107.45857602783343,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3769616548859891,37.45857602783343,2.5,1,1,0,0,0,0
136,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000007,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3307003768645806,1,0,0.97,109.93460835200526,Selective_Passage,0,0,0,0,0,-1,0,0.3725968556177113,39.934608352005256,2.5,1,1,0,0,0,0
137,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29312484,1,1,0.97,115.790843622442,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.39428736340467074,45.790843622442,2.5,1,1,0,1,0,0
138,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29502910900229706,1,0.9949518325572478,0.97,112.90479354482375,Selective_Passage,0,0,0,0,0,-1,0,0.37445208687497766,42.90479354482374,2.5,1,1,0,1,0,0
139,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2560698485217618,0.32398257816730897,0.9717227706814264,0.98,121.50484968636289,Ground_War,1,0,0,0,0,-1,0,0.6166289593171987,51.50484968636289,2.5,1,1,0,0,0,1
140,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14500000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3236299807952771,1,0,0.97,110.94234073408384,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.39212566142941996,40.942340734083835,2.5,1,1,0,0,0,0
141,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,122,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3114804969026668,1,0.13433046110796132,0.97,115.70933417393574,Accidental_War,1,0,0,0.00819672131147541,1,-1,0,0.40696929478853444,45.709334173935744,2.5,1,1,0,0,0,0
142,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33158676662807257,1,0,0.97,110.31598096728496,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3936297275879175,40.31598096728495,2.5,1,1,0,0,0,0
143,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30932509371180894,1,0.2359812435479674,0.97,112.93188973997164,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.37970879512842015,42.93188973997163,2.5,1,1,0,0,0,0
144,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,28,0.9266666666666666,0.07333333333333333,0,0,0.07333333333333333,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30599752167902955,1,0.39291257880449526,0.97,113.83258405459927,Selective_Passage,0,0,0,0,0,-1,0,0.4046104509331076,43.83258405459926,2.5,1,1,0,0,0,0
145,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13500000000000004,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3135574704642486,1,0.1340934294576377,0.97,113.24745355261257,Selective_Passage,0,0,1,0.06,9,15,0,0.3964002115656848,43.24745355261257,2.5,1,1,0,0,0,0
146,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2638714741648043,0.8932163243944541,0.34950482563898727,0.7899999999999998,114.47298490820089,Selective_Passage,0,0,0,0,0,-1,0,0.39205315229837845,44.472984908200885,2.5,1,1,0,0,0,0
147,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32516082042926564,1,0.3919763378579821,0.97,109.81459003500301,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.3743694152633483,39.81459003500301,2.5,1,1,0,0,0,0
148,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000006,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29987041302622236,0.9923632202947632,0.09214883466244839,0.9099999999999999,110.67641954826382,Selective_Passage,0,0,0,0,0,-1,0,0.36446426892190087,40.67641954826382,2.5,1,1,0,0,0,0
149,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Selective_Economic_Pressure,Selective_Passage,Fragile_Arrangement,1,1,1,1,26,0.17333333333333334,0.22,0.3466666666666667,0.26,0.8266666666666667,1,Military_Pause | Selective_Economic_Pressure | Selective_Passage | Fragile_Arrangement,0.53822985666,1,0,0.97,72.25784726156172,Selective_Passage,0,0,0,0,0,-1,0,0.3278795007847578,2.2578472615617144,2.5,1,1,0,0,0,0
150,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000005,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3170205030015687,1,0.17419772236605652,0.97,109.66210950674167,Selective_Passage,0,0,0,0,0,-1,0,0.36301226562071487,39.66210950674167,2.5,1,1,0,0,0,0
151,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.03,0.4,1,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3059625766600864,0.745481717298479,0.613674014873593,0.97,116.39379008955335,Accidental_War,1,0,0,0.07692307692307693,1,-1,0,0.532799077007537,46.39379008955335,2.5,1,1,0,0,0,0
152,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30197198928527974,1,0.8718537275476834,0.97,112.27102004243375,Selective_Passage,0,0,1,0.013333333333333334,2,88,0,0.3847730074931196,42.271020042433754,2.5,1,1,0,0,0,0
153,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.09,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3225735884757152,1,0.04178471845304153,0.97,108.87321648120924,Selective_Passage,0,0,0,0.006666666666666667,1,-1,0,0.37802512208901673,38.87321648120924,2.5,1,1,0,0,0,0
