run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit
44,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,36,0.9733333333333334,0.02666666666666667,0,0,0.02666666666666667,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33532014540057303,1,0,0.98,107.35612421316667,Selective_Passage,0,0,0,0,0.3746383573227117,37.356124213166666,0.8302054091215484,0.20545689096789613,43.73110096628314,10.5,33.23110096628314,-5.156279058604412,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.5067567567567568,0.5033557046979866,0.16902628118762617,0,-1,0,0,0,11,-1,-1,-1,11,-1,-1,1,1,1,0,0,0,0
45,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,0,76,0.7533333333333333,0.24666666666666667,0,0,0.24666666666666667,0.2800000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3166032183447482,1,0,0.97,109.36296945010291,Selective_Passage,0,0,0,0,0.3779512402841973,39.36296945010291,0.9796654536089322,0.20935440033434977,49.170516454271336,3.0500000000000047,46.12051645427133,9.010062672224564,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.47619047619047616,0.504424778761062,0.18441147777296213,1,8,0,0,36,14,-1,-1,44,-22,-1,-1,1,1,1,0,0,0,0
46,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,123,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3030867496462832,1,0.058549818605775905,0.9199999999999999,113.62591699885871,Ground_War,1,0,0,1,0.4012377495083885,43.62591699885871,1,0.23675029353928057,52.7903565148561,0.8,51.9903565148561,11.152586021329853,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.48333333333333334,0.4716981132075472,0.15695311413081034,1,-39,0,0,69,14,-1,-1,30,-55,-1,-1,1,1,1,0,0,0,0
47,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13500000000000012,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.34544091679416555,1,0,0.98,108.2850410756968,Selective_Passage,0,0,0,0,0.38938544752357157,38.28504107569679,0.789416047232504,0.22280640885126066,39.89865447096977,10.49,29.408654470969765,-11.095483255908782,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.4897959183673469,0.5,0.12193238551109557,1,-1,0,0,47,21,-1,-1,46,-26,-1,-1,1,1,1,0,0,0,0
48,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,17,0.9133333333333333,0.08666666666666667,0,0,0.08666666666666667,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31494259663138324,1,0,0.97,109.39163423488534,Selective_Passage,0,0,0,0,0.3869233287405379,39.391634234885345,0.994512582867971,0.2199097985182799,46.62436696904474,11.250000000000002,35.37436696904474,-5.021584082300748,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,1,0.49324324324324326,0.4899328859060403,0.24445668663254386,1,20,0,0,0,19,-1,-1,20,19,-1,-1,1,1,1,0,0,0,0
49,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.37619962460041184,1,0,0.97,101.9700685398398,Selective_Passage,0,0,0,0,0.3426297577763022,31.9700685398398,0.4673209102460156,0.16779971503094382,34.7143950538333,10.290000000000001,24.4243950538333,-9.432091857508127,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4594594594594595,0.48148148148148145,0.3052529910655496,1,77,0,0,41,13,-1,-1,118,-28,-1,-1,1,1,1,0,0,0,0
50,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31759441510673436,1,0,0.97,110.11255196312587,Selective_Passage,0,0,0,0,0.37426311391809985,40.112551963125874,0.9881009364433436,0.20501542813894102,43.63348617741462,10.19,33.44348617741462,-8.336332232139064,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,1,0.4797297297297297,0.47651006711409394,0.13971108757718464,1,85,0,0,0,20,-1,-1,85,20,-1,-1,1,1,1,0,0,0,0
51,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32585880461008315,1,0,0.98,108.86122252583425,Selective_Passage,0,0,0,0,0.35889212513952906,38.86122252583426,0.9531485535232566,0.18693191192885766,42.78519699265856,10.59,32.195196992658566,-8.332531916469613,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.49324324324324326,0.5340909090909091,0.19803448206778204,1,16,0,0,61,14,-1,-1,77,-47,-1,-1,1,1,1,0,0,0,0
52,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Selective_Passage | No_Talks,0.35480441633853455,1,0,0.97,110.68892509340037,Ground_War,1,0,0,1,0.466283424124907,40.68892509340038,0.7506372244547612,0.3132746166175376,47.52611609702059,0.5399999999999998,46.98611609702059,8.396254671493615,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.2222222222222222,0,0.004980276620161004,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
53,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,113.80623682882755,Selective_Passage,0,0,0,0,0.4091619419411755,43.80623682882755,1,0.24607287287197116,49.51818872,0.10000000000000002,49.418188719999996,7.482602521563265,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.5405405405405406,0.1058984901912293,1,1,0,0,75,14,-1,-1,76,-61,-1,-1,1,1,1,0,0,0,0
54,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,67,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07500000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3495740911882064,1,0,0.97,108.89170609716575,Ground_War,1,0,0,1,0.41788182576941213,38.89170609716575,0.6848825979167591,0.2563315597287201,46.93043238426315,0.5000000000000001,46.43043238426315,10.051635049463194,0.25,0.2,0,0,0,0.014925373134328358,1,-1,0,0,0,1,1,2,0.453125,0.4393939393939394,0.15873026247747035,1,39,0,0,0,15,-1,-1,39,15,-1,-1,1,1,1,0,0,0,0
55,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,15,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30655475973509877,1,0.3666327233022676,0.97,116.44275744783636,Ground_War,1,0,0,1,0.46412145283316675,46.44275744783636,1,0.3107311209801962,52.644700091125856,0,52.644700091125856,8.269256857719334,0.25,0.2,0,0,0,0.06666666666666667,1,-1,0,0,1,0,2,0,0.3333333333333333,0.2857142857142857,0.06079927559068515,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
56,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.33283537784027506,1,0.03126722763082812,0.97,112.29607296624404,Ground_War,1,0,0,1,0.5325731428543583,42.29607296624404,0.8998198125826363,0.3912625210051274,53.09867980673314,0.76,52.33867980673314,13.390142453985462,0.25,0.2,0,1,0,0.2,2,7,0,0,1,0,2,0,0.375,0.3333333333333333,0,0,-1,0,0,6,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
57,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.324932234523746,1,0,0.98,110.44280211453341,Selective_Passage,0,0,0,0,0.40418044235676,40.4428021145334,0.9230806583600426,0.24021228512559994,45.3190463136672,10.4,34.9190463136672,-6.904694751082744,0.25,0.2,0,1,0,0.013333333333333334,2,1,0,0,0,1,1,2,0.4726027397260274,0.46308724832214765,0.07908188611389308,1,35,0,0,0,18,-1,-1,35,18,-1,-1,1,1,1,0,0,0,0
58,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,24,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.32550884603192676,1,0,0.98,114.44953206862486,Ground_War,1,0,0,1,0.42561559994546916,44.44953206862486,0.9179253448257748,0.26543011758290486,50.83090274249869,0,50.83090274249869,8.508494231831769,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.36363636363636365,0,0.12909208114684195,1,-1,0,0,-1,16,-1,-1,20,-1,-1,-1,1,1,1,0,0,0,0
59,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,45,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30134146140210716,1,0.04653172033073269,0.9099999999999999,112.38322846661313,Ground_War,1,0,0,1,0.3972597793920264,42.38322846661313,1,0.2320703286965016,52.863658621111504,1,51.863658621111504,12.640573539331164,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.4418604651162791,0,0.08389588133440283,0,-1,0,0,-1,13,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
60,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,74,0.86,0.14,0,0,0.14,0.31,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3211352877643285,1,0,0.97,110.6602578883691,Selective_Passage,0,0,0,0,0.35895782245934127,40.66025788836911,0.9566358880062723,0.18700920289334264,43.094602925175984,10.290000000000001,32.804602925175985,-9.819568703991408,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0.45045045045045046,0.11114686509493821,1,47,0,0,38,12,-1,-1,85,-26,-1,-1,1,1,1,0,0,0,0
61,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3292289230425093,1,0,0.97,108.81392122541769,Selective_Passage,0,0,0,0,0.34080661101464405,38.81392122541768,0.9455713808235661,0.16565483648781654,42.59000003022058,10.76,31.83000003022058,-8.729901493996373,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.4527027027027027,0.45454545454545453,0.15054658283850988,0,-1,0,0,61,12,-1,-1,-1,-49,-1,-1,1,1,1,0,0,0,0
62,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32124572508250926,1,0,0.97,112.3824214904734,Selective_Passage,0,0,0,0,0.4013505083015432,42.382421490473405,0.9381581692787603,0.23688295094299194,48.46084084559124,1.2000000000000002,47.26084084559124,6.504559140157113,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.44594594594594594,0.4429530201342282,0.16864033845400747,1,17,0,0,0,13,-1,-1,17,13,-1,-1,1,1,1,0,0,0,0
63,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,93,0.9933333333333333,0.006666666666666667,0,0,0.006666666666666667,0.2000000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.36067831526885763,1,0,0.97,103.06118056382394,Selective_Passage,0,0,0,0,0.34965030124127766,33.061180563823946,0.605247008457057,0.17605917793091488,37.07657366357548,10.990000000000004,26.08657366357548,-8.718258625310582,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.46621621621621623,0,0.38445947633044547,1,-1,0,0,-1,18,-1,-1,18,-1,-1,-1,1,1,1,0,0,0,0
64,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12500000000000003,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31476609217641816,1,0,0.97,110.51120033861639,Selective_Passage,0,0,0,0,0.3770820840311879,40.51120033861638,0.9960906571738593,0.20833186356610345,46.65134827754629,10,36.65134827754629,-4.8248150763376145,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.44594594594594594,0.4794520547945205,0.14213527428918962,1,15,0,0,76,14,-1,-1,91,-62,-1,-1,1,1,1,0,0,0,0
65,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.2,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31549548293067115,1,0,0.97,111.0462170997705,Selective_Passage,0,0,0,0,0.3784248794781877,41.0462170997705,0.9895693894332386,0.20991162291551496,46.539850145883975,1.6,44.93985014588397,5.191510728151293,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.5,0.15759026221453834,1,-31,0,0,101,20,-1,-1,70,-81,-1,-1,1,1,1,0,0,0,0
66,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1700000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,114.74627744872731,Selective_Passage,0,0,0,0,0.41796790622594304,44.74627744872731,1,0.25643283085405066,52.31818872,0.20000000000000004,52.11818872,9.829215028363585,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.5161290322580645,0.056321605498850603,1,-61,0,0,87,14,-1,-1,26,-73,-1,-1,1,1,1,0,0,0,0
67,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3300262818521494,1,0,0.98,112.45195190849246,Accidental_War,0,1,0,1,0.4703548605219575,42.45195190849246,0.9308109293240815,0.3180645417905382,50.80095168582834,0.2699999999999994,50.53095168582834,10.771999703114503,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.3333333333333333,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
68,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,121,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1700000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3340852347735854,1,0,0.98,113.77290457462097,Accidental_War,0,1,0,1,0.4346205431039486,43.772904574620966,0.8412463810386828,0.2760241683575866,49.519875264389086,0.1500000000000004,49.36987526438909,7.462627586357499,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.44537815126050423,0.4807692307692308,0.06401522147513931,1,15,0,0,68,12,-1,-1,83,-56,-1,-1,1,1,1,0,0,0,0
69,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,12,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3268654577033423,1,0,0.97,113.60434632241254,Ground_War,1,0,0,1,0.48081545052594776,43.604346322412546,0.8879137963723785,0.3303711182658209,50.401781851477125,0.10000000000000002,50.301781851477124,8.92991403875277,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.3,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
70,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,41,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000006,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,113.04183498157775,Ground_War,1,0,0,1,0.42565207413263306,43.04183498157776,1,0.265473028391333,55.118188720000006,1.600000000000001,53.518188720000005,13.968471651229663,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,3,0.4358974358974359,0,0.035754746928542885,0,-1,0,0,-1,12,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
71,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3409541162629706,1,0,0.98,110.25708228668725,Selective_Passage,0,0,0,0,0.3720102094588904,40.25708228668725,0.8280309547044888,0.2023649523045769,40.570055981981945,10.09,30.480055981981945,-12.221282880881635,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.46621621621621623,0.4675324675324675,0.12762383805386357,1,1,0,0,72,19,-1,-1,73,-53,-1,-1,1,1,1,0,0,0,0
72,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1700000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3170391736201644,1,0,0.98,111.7775243268696,Selective_Passage,0,0,0,0,0.4081699396943541,41.777524326869596,0.9936501893626666,0.2449058114051225,49.32561705605016,0.4000000000000001,48.925617056050164,9.530790305574087,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0.5277777777777778,0.1419009693584646,1,-61,0,0,113,14,-1,-1,52,-99,-1,-1,1,1,1,0,0,0,0
73,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15500000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32224512283760265,1,0,0.97,112.12563193783464,Selective_Passage,0,0,0,0,0.40212608477261064,42.12563193783465,0.9467736258707399,0.23779539385013015,42.925697801617865,10.19,32.73569780161787,-11.737417670270979,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.47619047619047616,0.5180722891566265,0.16066606647767046,1,-40,0,0,66,18,-1,-1,26,-48,-1,-1,1,1,1,0,0,0,0
74,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,73,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3092141712170725,1,0.05255747891565267,0.9499999999999998,115.28489107794191,Ground_War,1,0,0,1,0.4355909263268708,45.28489107794191,1,0.27716579567867156,58.13300480888295,0.4,57.73300480888295,16.597484974588056,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.4647887323943662,0.4666666666666667,0.05379128589102513,1,-8,0,0,27,17,-1,-1,19,-10,-1,-1,1,1,1,0,0,0,0
75,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,133,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31501358324734896,1,0,0.97,113.16475279989794,Ground_War,1,0,0,1,0.4244457776192485,43.16475279989795,0.9938779124584353,0.2640538560226453,55.013515618095944,0.6000000000000002,54.41351561809594,14.998350424263997,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.46564885496183206,0.5245901639344263,0.0919904656324442,1,8,0,0,71,11,-1,-1,79,-60,-1,-1,1,1,1,0,0,0,0
76,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,132,0.88,0.12,0,0,0.12,0.32,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3274223602881262,1,0,0.97,106.86871349568679,Selective_Passage,0,0,0,0,0.36631753018708046,36.8687134956868,0.8829346945128551,0.19566768257303582,44.716651079858096,12.4,32.3166510798581,-5.690078019785879,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4897959183673469,0.48322147651006714,0.18526122147685886,1,132,0,0,0,19,-1,-1,132,19,-1,-1,1,1,1,0,0,0,0
77,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32049533574686023,1,0,0.97,111.49193589092297,Selective_Passage,0,0,0,0,0.39514650235750737,41.49193589092297,0.9448671791461611,0.22958412042059692,45.77554892004427,10.1,35.67554892004427,-7.270483713598367,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.46621621621621623,0.48214285714285715,0.16017265340868,1,-6,0,0,37,18,-1,-1,31,-19,-1,-1,1,1,1,0,0,0,0
78,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,16,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3058749047206851,1,0.47472254470448716,0.97,116.31024439716471,Ground_War,1,0,0,1,0.44920645701539824,46.31024439716471,0.9855868539571649,0.2931840670769391,52.494530990800065,0.9,51.59453099080007,7.045715458180474,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.46153846153846156,0,0.1534205659968405,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
