run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,awrp-peak-value,risk-premium-peak-value,outcome-tau-c-leads-frac-deescalation
684,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,14,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3142300422086056,1,0.2500216894303504,0.98,117.26152274541872,Accidental_War,0,1,0,1,0.45178774597775695,47.261522745418716,0.9713670149552363,0.29622087762089055,51.96728921268349,0.20000000000000004,51.76728921268349,6.007688623019696,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0.16666666666666666,0,0.04836015298800397,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6396085455979468,49.663244864969336,0
685,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,100,0.92,0.08,0,0,0.08,0.2550000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32709491282426545,1,0,0.97,109.4905497882259,Selective_Passage,0,0,0,0,0.35919324103514905,39.490549788225906,0.9036772223576991,0.18728616592370478,42.18761121861632,11.140000000000002,31.047611218616318,-10.051117344773317,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0.475,0.30137422290861254,1,-75,0,0,109,28,-1,-1,34,-81,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,56.52604167089033,1
686,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.293197251356819,0.8004402121564674,0.55116917308578794,0.97,121.2828954967029,Ground_War,1,0,0,1,0.5534984706462791,51.282895496702906,0.966740910991773,0.41588055370150484,56.79066146637278,0,56.79066146637278,7.343687959559837,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,1,0.6106844159400001,51.282895496702906,0
687,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,16,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27252822477146976,0.5942960743979361,0.8034926742319055,0.98,121.39912631832307,Ground_War,1,0,0,1,0.4949017158444932,51.39912631832307,1,0.3469431951111685,59.30803811321066,0.8,58.50803811321066,9.478549059850124,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,3,2,0.2857142857142857,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,1,0.6441768467904001,51.39912631832307,0
688,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3274946971493752,1,0,0.98,111.45096484357448,Selective_Passage,0,0,0,0,0.35130966479049974,41.45096484357448,0.9448240579685235,0.17801137034176437,42.592830904028816,10.49,32.102830904028814,-11.12873088041151,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,2,0.4391891891891892,0.48214285714285715,0.20205882842355094,1,-53,0,0,93,14,-1,-1,40,-79,-1,-1,1,1.25,1,0,0,0,0,0.6196640220064767,51.9473945199269,1
689,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1700000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3060613153329148,1,0.8743654797256286,0.98,110.90956590147454,Selective_Passage,0,0,0,0,0.35983537400424154,40.90956590147454,0.9463340243186014,0.18804161647557827,43.58804021229695,10.69,32.898040212296955,-9.537530582354265,0.25,0.16000000000000003,0,1,0,0.02,3,65,0,0,0,1,2,1,0.46621621621621623,0.46308724832214765,0.28729683530297784,1,43,0,0,0,35,-1,-1,43,35,-1,-1,2.5,1.25,1,0,0,0,0,0.6559303422469929,57.400567203690805,0
690,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31938480530417723,1,0,0.97,114.53269012261659,Selective_Passage,0,0,0,0,0.3960035033458624,44.532690122616586,0.9547961044973785,0.23059235687748514,45.94530987299205,0,45.94530987299205,1.8834930005006214,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0.464,0.0474774210707986,0,-1,0,0,24,11,-1,-1,-1,-13,-1,-1,1,1.25,1,0,0,0,0,0.6682663179191164,46.75237218279798,1
691,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17500000000000007,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31469697340455954,1,0.04153361648129629,0.97,113.9502145131509,Selective_Passage,0,0,0,0,0.38235424794238143,43.9502145131509,0.9888347381407896,0.21453440934397813,49.36427786995429,0.30000000000000016,49.064277869954296,6.81875114240453,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.4864864864864865,0.5046728971962616,0.18274535779098344,1,-1,0,0,42,27,-1,-1,41,-15,-1,-1,2.5,1.25,1,0,0,0,0,0.6444539678642722,53.77787074338873,1
692,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,23,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3232283240004802,1,0.054001982974631504,0.9099999999999999,112.68273106168367,Ground_War,1,0,0,1,0.43258824178521493,42.68273106168367,0.8028998100325955,0.27363322562966463,49.500368036384025,0,49.500368036384025,9.09018263293381,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.3333333333333333,0,0,0,-1,0,0,-1,11,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6296473288542035,42.68273106168367,0
693,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,0,126,0.9,0.1,0,0,0.1,0.25000000000000017,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.29411030305667973,1,0.9535246624844516,0.97,111.80101058076536,Selective_Passage,0,0,0,0,0.3605401361034748,41.801010580765364,1,0.1888707483570292,47.56736727161945,2.9000000000000017,44.667367271619455,3.821808921138789,0.25,0.16000000000000003,0,1,0,0.02,3,126,0,0,1,0,2,0,0.47297297297297297,0.5135135135135135,0.20500615916388631,1,-29,0,0,75,28,-1,-1,46,-47,-1,-1,2.5,1.25,1,0,0,0,0,0.6448264950808164,52.58029488228772,1
694,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.34476091515367024,1,0,0.97,112.54057160713995,Ground_War,1,0,0,1,0.47970008206053916,42.54057160713995,0.7279157861233976,0.32905892007122256,47.66619731147599,0.8,46.86619731147599,5.767500939114726,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,2,2,0.375,0,0.026835449088245988,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6486957768009498,43.71364695444759,0
695,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,116,0.8866666666666667,0.11333333333333333,0,0,0.11333333333333333,0.2850000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29550601277410055,1,0.8877017178786779,0.97,114.34442978259985,Selective_Passage,0,0,0,0,0.3635239900661319,44.344429782599846,1,0.1923811647836846,47.50874746348778,0.8,46.70874746348778,3.1524235745172504,0.25,0.16000000000000003,0,0,0,0.013333333333333334,2,-1,0,0,1,0,2,0,0.43243243243243246,0.43902439024390244,0.21604104657755233,1,17,0,0,26,28,-1,-1,43,2,-1,-1,2.5,1.25,1,0,0,0,0,0.6441768467904001,56.56473414712595,0
696,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.22654100007567712,0.5252093408458277,0.8708059668572182,0.78,125.19953795150036,Ground_War,1,0,0,1,0.5509054189477556,55.19953795150036,1,0.4128299046444184,58.85402195174659,0,58.85402195174659,4.872645333661637,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,1,0.6162000103011102,55.19953795150036,0
697,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2687375938502074,0.3968155597092898,0.8430369853103802,0.97,119.21561027788304,Ground_War,1,0,0,1,0.5846431517735771,49.215610277883044,0.8920375756041572,0.45252135502773766,59.22407354012869,0.10000000000000002,59.12407354012869,13.211284349660858,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,4,0,0.25,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6457024880733837,49.215610277883044,0
698,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3041907510110699,1,0.4781215331508274,0.97,122.9889636239718,Ground_War,1,0,0,1,0.557976270780278,52.9889636239718,1,0.4211485538591507,55.543988457535065,0,55.543988457535065,3.406699778084352,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0.2727272727272727,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,1,0.6411881820692367,52.9889636239718,0
699,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.095,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3269970698273418,1,0.15772886157590732,0.98,110.41265330945356,Selective_Passage,0,0,0,0,0.3866108036113268,40.41265330945355,0.8952617832506041,0.2195421218956786,42.07837395395914,11.440000000000001,30.638373953959135,-11.636046851779067,0.25,0.16000000000000003,0,1,0,0.02666666666666667,4,11,1,1,0,1,1,4,0.47297297297297297,0.48201438848920863,0.17893021697088657,1,49,0,0,10,28,-1,-1,59,18,-1,-1,2.5,1.25,1,0,0,0,0,0.6493506051587283,49.21951111190826,0
700,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,14,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3411851592926462,1,0,0.98,113.74892396852445,Accidental_War,0,1,0,1,0.4622279640131751,43.748923968524444,0.7777680486674221,0.3085034870743237,48.43454711318489,0,48.43454711318489,6.247497526213927,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0.25,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.613776226477641,43.748923968524444,0
701,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.28587431184038364,0.6401998154916735,0.767923664259519,0.97,117.9765099716792,Accidental_War,0,1,0,1,0.5248438782961526,47.9765099716792,0.8966112600226398,0.382169268583709,54.39005963403458,0,54.39005963403458,8.551399549807172,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,3,0,0.2727272727272727,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6466611379573733,47.9765099716792,0
702,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,48,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3014166802639403,1,0.042984330129207785,0.9099999999999999,113.47589021857239,Ground_War,1,0,0,1,0.38946651052627435,43.47589021857239,1,0.22290177708973452,52.86049942891451,0.9,51.96049942891451,11.312812280456164,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,2,0.43478260869565216,0,0.044024790322539774,0,-1,0,0,-1,17,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6106844159400001,45.47805191856478,0
703,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,3,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.1295451903368117,0.1629793658260285,0.9989824271359785,0.32,106.5991958261198,Accidental_War,0,1,0,1,0.6394002193481007,36.599195826119804,0.8643565369472589,0.5169414345271772,62.06485810816822,1.71,60.354858108168216,31.67421637606455,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,1,0,0,0.6441768467904001,36.599195826119804,0
704,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31384358838506843,1,0.19602486218745194,0.97,118.61814666939148,Ground_War,1,0,0,1,0.4561950439322042,48.61814666939147,0.9671763503782717,0.3014059340378873,51.93155603251769,0,51.93155603251769,4.417879150834956,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0.09090909090909091,0,0.026037588961801382,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6162000103011102,49.91788812215739,0
705,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,133,0.9466666666666667,0.05333333333333334,0,0,0.05333333333333334,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33338736828995397,1,0,0.97,108.77420561997957,Selective_Passage,0,0,0,0,0.3755757503571412,38.77420561997957,0.8296033161973936,0.20655970630251907,43.804811652669606,1.7000000000000002,42.1048116526696,4.440808043586713,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.5285714285714286,0.2284391818779481,1,32,0,0,79,26,-1,-1,111,-53,-1,-1,2.5,1.25,1,0,0,0,0,0.6765737473567797,50.254244006784106,1
706,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,14,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3071823103802973,1,0.33703686189882853,0.97,119.25269116118668,Ground_War,1,0,0,1,0.4971813890351071,49.25269116118667,1,0.34962516357071427,52.61834296402752,0.8,51.81834296402752,3.420869070454472,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,2,2,0.3333333333333333,0,0.0419581834480242,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6431740611983752,51.40975092136242,0
707,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,143,0.9533333333333334,0.04666666666666667,0,0,0.04666666666666667,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3422600271344459,1,0,0.97,108.94910717469827,Selective_Passage,0,0,0,0,0.385188542453479,38.94910717469828,0.7502754887486061,0.2178688734746812,45.24849492083599,3.3,41.94849492083599,3.999183661516952,0.25,0.16000000000000003,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.46621621621621623,0.4666666666666667,0.2605612821473184,1,-4,0,0,29,24,-1,-1,25,-5,-1,-1,2.5,1.25,1,0,0,0,0,0.6616821283526598,52.67388119438196,1
708,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,61,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3134173637522763,1,0.03817709251873831,0.9199999999999999,113.83055785353834,Accidental_War,0,1,0,1,0.411541220980586,43.83055785353834,0.9114992595125201,0.24887202468304231,51.259061540359646,0,51.259061540359646,9.9046715824284135,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,1,0,0.39655172413793105,0,0,0,-1,0,0,-1,15,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6106844159400001,43.83055785353834,0
709,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.5,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,115.42855925065527,Selective_Passage,0,0,0,0,0.3850547077425008,45.42855925065527,1,0.21771142087353032,46.71818872,10,36.71818872,-10.369488726970559,0.25,0.16000000000000003,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.44594594594594594,0.44881889763779526,0.06577212987132691,1,80,0,0,22,28,-1,-1,102,6,-1,-1,2.5,1.25,1,0,0,0,0,0.6513599810098734,48.626850796474635,0
710,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.5,0.6,0.6,0.6,0.72,19,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3112153609789412,1,0.2093978624640229,0.97,119.8636609249132,Ground_War,1,0,0,1,0.44965060192965656,49.8636609249132,0.9881393207332423,0.29370659050547826,52.30188241597667,0,52.30188241597667,3.250961988084633,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,2,0,0.5294117647058824,0,0.10234601283640832,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6505406999798687,55.54886586364136,0
711,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.75,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2798484189578694,0.4716066914861703,0.8065927340853726,0.97,118.67327095492085,Ground_War,1,0,0,1,0.5517445641550618,48.67327095492085,0.8437198602795234,0.4138171343000728,54.99885252231855,0,54.99885252231855,8.434108756530264,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,1,0,4,0,0.25,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,0,0,0,0.6485296316889001,48.67327095492085,0
712,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.75,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3270578010671865,1,0,0.98,112.20889701039923,Selective_Passage,0,0,0,0,0.3560280470192962,42.20889701039923,0.9519587880891801,0.18356240825799552,42.688953039484,10.09,32.598953039484,-11.440409489184795,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,1,0.4189189189189189,0.4444444444444444,0.10336389007620364,0,-1,0,0,104,13,-1,-1,-1,-91,-1,-1,1,1.25,1,0,0,0,0,0.6106844159400001,47.074723562032865,1
713,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24384055006376903,0.22258655808526925,1,0.98,125.93120583642894,Ground_War,1,0,0,1,0.5892884030073517,55.93120583642895,1,0.45798635647923736,60.63550789859708,0.4,60.235507898597085,5.739069416224176,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,4,2,0.18181818181818182,0,0.007481477125236119,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1.25,1,0,1,0,1,0.6461690480104845,56.35280808103,0
714,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2965295926802125,1,0.3677913280412893,0.9199999999999999,118.38266243472026,Accidental_War,0,1,0,1,0.48981533977061414,48.38266243472025,1,0.34095922325954603,53.065757107431075,0.4,52.66575710743108,5.7107928969477655,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,2,2,0.2727272727272727,0,0.043891661730337685,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6454492403970429,50.60374488761579,0
715,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,0.4,0.8,0.25,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,39,0.8933333333333333,0.10666666666666667,0,0,0.10666666666666667,0.36499999999999994,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.28692540961037327,0.979518488927692,0.6626856285233321,0.9099999999999999,114.79799311018252,Selective_Passage,0,0,0,0,0.39239865129758966,44.79799311018252,1,0.22635135446775254,50.79202186279817,1.2000000000000002,49.59202186279817,6.3920383368208675,0.25,0.16000000000000003,0,1,0,0.02,3,40,0,0,1,0,2,0,0.47297297297297297,0.4727272727272727,0.10143822188611261,1,1,0,0,39,24,-1,-1,40,-15,-1,-1,2.5,1.25,1,0,0,0,0,0.645962750806141,49.85521775054251,1
716,0.08,0.05,0.6,0.3,50,0.4,6,4,150,1,0.06,1,0.8,0.25,0.6,0.6,0.6,0.72,22,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,116.75371517825204,Accidental_War,0,1,0,1,0.42523099000324094,46.753715178252044,1,0.2649776352979305,52.31818872,0.8,51.518188720000005,6.352631388997281,0.25,0.16000000000000003,0,0,0,0,0,-1,0,0,0,1,1,2,0.4,0,0.0756292710756158,0,-1,0,0,-1,16,-1,-1,-1,-1,-1,-1,1,1.25,1,0,0,0,0,0.6106844159400001,50.57896546838472,0
