run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,outcome-tau-c-leads-frac-deescalation
113,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32994314174334693,1,0,0.98,112.11733302201068,Selective_Passage,0,0,0,0,0.3998038461371828,42.117333022010676,0.926739802741278,0.2350633483966856,42.25366899928392,10.49,31.763668999283915,-12.942080028408448,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,2,0.47619047619047616,0.4697986577181208,0.10122987538762239,0,-1,0,0,0,14,-1,-1,-1,14,-1,-1,1,1,1,0,0,0,0,0
114,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.095,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3062368081362254,1,0,0.9099999999999999,106.9446125324521,Selective_Passage,0,0,0,0,0.34074393301353123,36.9446125324521,0.965053571487864,0.16558109766297788,43.82471834472805,11.200000000000001,32.624718344728045,-5.399867734655068,0.25,0.2,0,0,0,0,0,-1,1,1,0,1,1,3,0.46621621621621623,0.4883720930232558,0.18423713624807211,1,118,0,0,20,11,-1,-1,138,-9,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
115,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30086048755352846,0.9950496188930218,0.9887022665109595,0.98,110.87986483367433,Selective_Passage,0,0,0,0,0.3729094305656039,40.87986483367434,0.9662352576002519,0.20342285948894576,44.088607003636795,10.19,33.8986070036368,-8.72657228754693,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,1,0.44594594594594594,0,0.252745917214443,1,-1,0,0,-1,42,-1,-1,58,-1,-1,-1,4,1,1,0,0,0,0,0
116,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31117751965071694,1,0.14861914493883654,0.97,108.30378143159315,Selective_Passage,0,0,0,0,0.3695724095168786,38.30378143159315,1,0.19949695237279833,46.850544174669885,10.8,36.05054417466988,-2.816546571154092,0.25,0.2,0,0,0,0,0,-1,1,1,0,1,1,3,0.5306122448979592,0.5571428571428572,0.2731003205420358,1,-57,0,0,79,27,-1,-1,22,-52,-1,-1,2.5,1,1,0,0,0,0,1
117,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32973367542929516,1,0,0.97,110.85595667206388,Selective_Passage,0,0,0,0,0.3723937531568641,40.85595667206388,0.8622699071123747,0.20281618018454603,44.363332480163045,0.20000000000000004,44.16333248016304,4.409834410798879,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.5238095238095238,0.17979439801631542,1,-81,0,0,107,17,-1,-1,26,-90,-1,-1,1.6666666666666667,1,1,0,0,0,0,1
118,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09500000000000003,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3146968904550948,1,0,0.97,111.92751533679649,Selective_Passage,0,0,0,0,0.37862148753322583,41.92751533679649,0.9967093693665081,0.21014292650967745,46.661926781030715,10,36.661926781030715,-6.581985694707214,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4864864864864865,0.5,0.1211022611928534,1,0,0,0,17,19,-1,-1,17,2,-1,-1,1.25,1,1,0,0,0,0,0
119,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32938239500937694,1,0,0.97,107.2819535735164,Selective_Passage,0,0,0,0,0.35448460181899105,37.28195357351641,0.8833501039567866,0.1817465903752836,41.83948069867032,10.09,31.74948069867032,-6.915591093557612,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4797297297297297,0,0.2179115479311275,1,-1,0,0,-1,15,-1,-1,96,-1,-1,-1,1,1,1,0,0,0,0,0
120,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,133,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13500000000000006,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3218623083552702,1,0,0.98,113.42463397997149,Ground_War,1,0,0,1,0.4345309260196507,43.42463397997149,0.9505279633496339,0.27591873649370674,51.388329794614116,0.4,50.98832979461412,10.084927752856842,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.48854961832061067,0.5,0.0387935835387852,0,-1,0,0,16,12,-1,-1,-1,-4,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
121,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2947343842306633,0.9970137678368517,1,0.97,111.50885809260421,Selective_Passage,0,0,0,0,0.37861395079103277,41.50885809260422,0.9999006892578316,0.21013405975415617,44.75784180208814,10.09,34.667841802088134,-8.551270363145107,0.25,0.2,0,0,0,0.04,6,-1,0,0,0,1,2,1,0.4864864864864865,0.49056603773584906,0.21173549261558783,1,0,0,0,43,39,-1,-1,43,-4,-1,-1,4,1,1,0,1,0,0,1
122,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3293896840764283,1,0.05439127179935932,0.97,107.35876151200752,Selective_Passage,0,0,0,0,0.37030396699986445,37.35876151200752,0.8729739041901032,0.20035760823513468,41.710509680747286,10.44,31.27050968074729,-7.610314789075289,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.5135135135135135,0.5140845070422535,0.20987849879673134,1,41,0,0,7,24,-1,-1,48,17,-1,-1,2.5,1,1,0,0,0,0,0
123,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,20,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.26698873404897183,0.7554040451275136,1,0.9199999999999999,119.72260031386188,Ground_War,1,0,0,1,0.4690702126848615,49.722600313861875,1,0.31655319139395466,55.7740488991781,0.4,55.3740488991781,7.535264780421635,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,3,2,0.4117647058823529,0,0.031079112218906496,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1,1,0,1,0,0,0
124,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16000000000000006,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,112.77028040478962,Selective_Passage,0,0,0,0,0.38194101787250295,42.77028040478961,1,0.2140482563205917,49.51818872,0.20000000000000004,49.318188719999995,8.730544420280516,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0.5157894736842106,0.18640190778729057,1,-28,0,0,54,19,-1,-1,26,-35,-1,-1,1.25,1,1,0,0,0,0,1
125,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,14,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,114.37012769143514,Accidental_War,0,1,0,1,0.4667878980113948,44.370127691435144,1,0.3138681153075233,52.31818872,1.6,50.71818872,8.464081371419809,0.25,0.2,0,0,0,0.07142857142857142,1,-1,0,0,0,1,2,3,0.18181818181818182,0.15384615384615385,0.06403206298594101,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0
126,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,27,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.320546705523486,1,0,0.97,112.69357662392781,Ground_War,1,0,0,1,0.41721226100753905,42.69357662392781,0.94440789711496,0.25554383647945766,51.36769629223909,1,50.36769629223909,10.232159557748375,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.4,0,0.15084090442457695,1,-1,0,0,-1,14,-1,-1,25,-1,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
127,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,48,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.135,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25065678340883973,0.5381497606239347,1,0.9099999999999999,117.5326952102809,Ground_War,1,0,0,1,0.41176754356341966,47.5326952102809,1,0.2491382865451996,60.48555076500553,0.5500000000000002,59.93555076500553,16.53714073963284,0.25,0.2,0,1,0,0.10416666666666667,5,16,0,0,0,1,2,2,0.5,0.5135135135135135,0.03599128959126872,0,-1,0,0,10,40,-1,-1,-1,30,-1,-1,4,1,1,0,1,0,0,0
128,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31632321719699263,1,0.06254410463874946,0.97,110.65447813636287,Selective_Passage,0,0,0,0,0.39456660481179534,40.65447813636287,0.9703118304149146,0.22890188801387687,51.866291574871255,2.1,49.766291574871254,12.149084584677844,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.46938775510204084,0.5178571428571429,0.28231303499421967,1,-54,0,0,93,37,-1,-1,39,-56,-1,-1,2.5,1,1,0,0,0,0,1
129,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,86,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12500000000000008,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.32169834285097093,1,0,0.98,114.19910522117725,Ground_War,1,0,0,1,0.40825318075872613,44.19910522117725,0.9519939305935649,0.24500374206908956,51.413394339619416,0,51.413394339619416,9.619052157922894,0.25,0.2,0,0,0,0.011627906976744186,1,-1,0,0,1,0,1,0,0.4457831325301205,0.43529411764705883,0.031901534111148794,0,-1,0,0,0,19,-1,-1,-1,19,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
130,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33572724003055915,1,0,0.98,110.42724421445104,Selective_Passage,0,0,0,0,0.38692649227825787,40.42724421445103,0.8607995164794748,0.2199135203273622,41.24090897879216,10.49,30.75090897879216,-12.095419044573582,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,2,0.49324324324324326,0.4855072463768116,0.12297135257939705,0,-1,0,0,11,14,-1,-1,-1,3,-1,-1,1.25,1,1,0,0,0,0,0
131,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3223114313373659,1,0,0.97,114.95666673182224,Ground_War,1,0,0,1,0.5022749676595573,44.95666673182224,0.9286300037786474,0.35561760901124384,51.09793193068587,0,51.09793193068587,8.188353598484838,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.2222222222222222,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0
132,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17500000000000004,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3220747464961063,1,0,0.97,112.70257568111114,Selective_Passage,0,0,0,0,0.40639795786450816,42.702575681111135,0.9307461331797949,0.2428211268994214,48.334112698593,0.8,47.534112698593006,6.442049356642492,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.46938775510204084,0.5066666666666667,0.12409789448771788,1,0,0,0,74,14,-1,-1,74,-60,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
133,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.19000000000000006,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2926401174907122,0.963334542400807,1,0.97,110.32536105616336,Selective_Passage,0,0,0,0,0.36338998438653647,40.32536105616336,0.9986468265150485,0.19222351104298407,45.03232845977184,11.090000000000002,33.942328459771836,-7.978790745489405,0.25,0.2,0,1,0,0.04666666666666667,7,92,0,0,0,1,2,1,0.5135135135135135,0.55,0.20748971601098753,1,0,0,0,69,42,-1,-1,69,-27,-1,-1,4,1,1,0,1,0,0,1
134,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,40,0.94,0.06,0,0,0.06,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33576739459686805,1,0,0.97,108.79401057084895,Selective_Passage,0,0,0,0,0.3787815924336114,38.794010570848954,0.808324202517095,0.21033128521601346,46.24098953814352,1.1500000000000001,45.090989538143525,8.395971956392756,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.5067567567567568,0.5084745762711864,0.2479318108949022,1,0,0,0,31,27,-1,-1,31,-4,-1,-1,2.5,1,1,0,0,0,0,1
135,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,80,0.82,0.18,0,0,0.18,0.355,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3283999053585846,1,0,0.97,107.89208622697379,Selective_Passage,0,0,0,0,0.36049872940440336,37.892086226973795,0.8920807439544721,0.1888220345934157,41.9890051999749,10.24,31.749005199974896,-7.678851283748621,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.49324324324324326,0.4927536231884058,0.14062485739150093,1,1,0,0,80,19,-1,-1,81,-61,-1,-1,1.6666666666666667,1,1,0,0,0,0,1
136,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.26685053604791475,0.6282380480620569,0.7052174828637534,0.9299999999999999,121.17818281778774,Ground_War,1,0,0,1,0.5835776918225873,51.17818281778774,1,0.4512678727324557,59.34284919761524,0,59.34284919761524,10.886221839769988,0.25,0.2,0,0,0,0.1111111111111111,1,-1,0,0,1,0,3,0,0.14285714285714285,0.125,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1.25,1,1,0,0,0,1,0
137,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,77,0.9,0.1,0,0,0.1,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32573362650252263,1,0,0.98,112.72617976790046,Selective_Passage,0,0,0,0,0.3857357902513585,42.72617976790046,0.9159156488938326,0.2185126944133629,45.19654173317758,0.5000000000000002,44.69654173317758,2.6271492870361612,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.4189189189189189,0.4161073825503356,0.1368122296555666,1,58,0,0,0,14,-1,-1,58,14,-1,-1,1,1,1,0,0,0,0,0
138,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3291899221927925,1,0,0.97,109.17277450499448,Selective_Passage,0,0,0,0,0.3623835111575546,39.17277450499448,0.8671314445247797,0.19103942489124073,44.44645318000998,0.4,44.04645318000998,6.498238233354009,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.5,0.5280898876404494,0.14431789597301306,1,4,0,0,60,9,-1,-1,64,-51,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
139,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17500000000000013,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31166892727357737,0.9712166071745024,0.6235703215071061,0.9199999999999999,108.62092365989896,Selective_Passage,0,0,0,0,0.3770984653821199,38.62092365989896,0.7991769613338957,0.20835113574367045,44.51239973200305,1.05,43.46239973200305,6.455301429472115,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,1,0,1,0,0.5,0.4927536231884058,0.20823861883130923,1,49,0,0,80,41,-1,-1,129,-39,-1,-1,4,1,1,0,0,0,0,1
140,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3226818846790574,1,0,0.97,108.56175163657693,Selective_Passage,0,0,0,0,0.3585178563170763,38.561751636576936,0.9428924548076224,0.18649159566714857,42.85922728309411,10.19,32.66922728309411,-7.365655441853534,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.47297297297297297,0.47619047619047616,0.31220235871122276,1,0,0,0,23,26,-1,-1,23,3,-1,-1,2.5,1,1,0,0,0,0,0
141,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2999960655399352,0.9990617674731085,0.10706287194542681,0.9099999999999999,113.38704401257434,Selective_Passage,0,0,0,0,0.39748092933975615,43.38704401257433,1,0.23233050510559547,50.12579464248407,0.6,49.525794642484065,8.185000839879649,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.4594594594594595,0.4563758389261745,0.06749741037424886,1,89,0,0,0,20,-1,-1,89,20,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
142,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1950000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3149047837594564,1,0,0.97,113.92703828592096,Selective_Passage,0,0,0,0,0.39714875767424346,43.92703828592095,0.9948506566102534,0.23193971491087464,49.43014722406998,1.150000000000001,48.28014722406998,5.804145250865368,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.5,0.5,0.033907488091625394,0,-1,0,0,29,14,-1,-1,-1,-15,-1,-1,1.25,1,1,0,0,0,0,1
143,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2840585973808858,0.8629175767030683,0.5294562025590542,0.92,120.36285110438189,Accidental_War,0,1,0,1,0.5894678754150479,50.36285110438189,1,0.4581975004882916,54.41203344978439,0,54.41203344978439,5.398909793869997,0.25,0.2,0,1,0,0.2222222222222222,2,1,0,0,1,0,2,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,1,0
144,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.30232812000000003,1,0,0.9099999999999999,112.81916509560546,Selective_Passage,0,0,0,0,0.40337128491626184,42.81916509560545,1,0.23926033519560214,50.02221896,1.2000000000000002,48.822218959999994,8.004071819192724,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.4909090909090909,0.05681168138245624,0,-1,0,0,39,11,-1,-1,-1,-28,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
145,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29140580934825383,0.9739414465840074,1,0.97,115.16611482131776,Selective_Passage,0,0,0,0,0.38890135507459445,45.166114821317755,1,0.22223688832305227,50.637307327869294,0.8,49.8373073278693,6.228256675402058,0.25,0.2,0,1,0,0.03333333333333333,5,42,0,0,1,0,2,0,0.44594594594594594,0.4552238805970149,0.15577881378943836,1,27,0,0,15,42,-1,-1,42,27,-1,-1,4,1,1,0,1,0,0,0
146,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,59,0.8333333333333334,0.16666666666666666,0,0,0.16666666666666666,0.35999999999999993,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3130140072454616,1,0.20629839655749324,0.97,113.79571876578603,Selective_Passage,0,0,0,0,0.3982036778235869,43.795718765786035,0.989693760706292,0.23318079743951395,43.84561432844863,10.19,33.655614328448635,-12.675130546671753,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,1,0.4594594594594595,0.4563758389261745,0.14399031035349572,1,59,0,0,0,26,-1,-1,59,26,-1,-1,2.5,1,1,0,0,0,0,0
147,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Selective_Passage | No_Talks,0.35828170624307304,0.9375402789629605,0.26121219408483387,0.97,110.1952527938509,Ground_War,1,0,0,1,0.5164953961124452,40.19525279385089,0.7401275785909224,0.3723475248381708,47.624508638540604,1.88,45.7445086385406,7.399007792919612,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.25,0,0.020843884565477606,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
