run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,outcome-tau-c-leads-frac-deescalation
35,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13500000000000004,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32635366205734995,1,0,0.97,107.68057399327856,Selective_Passage,0,0,0,0,0.3705950629619923,37.68057399327855,0.8924896103877598,0.20070007407293214,44.88001736239953,10.8,34.08001736239953,-4.500695788598776,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4797297297297297,0.5,0.29056926471825445,1,-69,0,0,89,17,-1,-1,20,-72,-1,-1,1,1,1,0,0,0,0,1
36,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,144,0.9866666666666667,0.013333333333333334,0,0,0.013333333333333334,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.309480356962435,1,0,0.9199999999999999,106.57712699060905,Selective_Passage,0,0,0,0,0.3708440485550866,36.577126990609045,0.9539364408622868,0.2009929983001019,46.35063687427009,12.3,34.05063687427008,-3.1581126454236994,0.25,0.2,0,0,0,0,0,-1,1,1,0,1,1,3,0.5135135135135135,0.5352112676056338,0.20922378398739955,1,64,0,0,78,12,-1,-1,142,-66,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
37,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.015,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.25814977876283257,0.24588425595610122,0.9951523548360568,0.98,116.81650869655016,Ground_War,1,0,0,1,0.6062602518258708,46.81650869655016,0.9146749163992477,0.4779532374422009,58.14437271957509,0.5799999999999995,57.56437271957509,14.330485364033244,0.25,0.2,0,0,0,0.1111111111111111,1,-1,0,0,0,1,4,2,0.3333333333333333,0.25,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,4,1,1,0,1,0,0,0
38,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.08000000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3244725307750464,1,0,0.98,110.54072176609796,Selective_Passage,0,0,0,0,0.3783149985356853,40.54072176609796,0.94776480904062,0.20978235121845332,42.834891713951734,10.29,32.544891713951735,-9.994787565182783,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4421768707482993,0.436241610738255,0.25907776466491894,1,32,0,0,0,32,-1,-1,32,32,-1,-1,2.5,1,1,0,0,0,0,0
39,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,141,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3001883265852674,0.9966447056108971,0.09047591749067396,0.9099999999999999,114.68248135243982,Ground_War,1,0,0,1,0.4089653019398383,44.68248135243982,1,0.24584153169392742,55.73222204975339,0.10000000000000002,55.63222204975339,14.599654263084759,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.48201438848920863,0.45588235294117646,0.013560653365654691,0,-1,0,0,72,19,-1,-1,-1,-53,-1,-1,1.6666666666666667,1,1,0,0,0,0,1
40,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,21,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3280737346265471,1,0,0.97,111.0191395309867,Ground_War,1,0,0,1,0.42651522216587245,41.0191395309867,0.8771109485502909,0.26648849666573227,50.21707890770863,0.8,49.417078907708635,11.197252502295918,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.42105263157894735,0,0.029275085417688754,0,-1,0,0,-1,14,-1,-1,-1,-1,-1,-1,1.25,1,1,0,0,0,0,0
41,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000006,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3184527801919618,1,0,0.97,112.68278500268212,Selective_Passage,0,0,0,0,0.39742949983151526,42.682785002682124,0.9804732972721211,0.23226999980178265,43.5028521181119,10.49,33.0128521181119,-12.087416105712776,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.47619047619047616,0.47435897435897434,0.18012764182448113,1,-44,0,0,71,19,-1,-1,27,-52,-1,-1,1,1,1,0,0,0,0,1
42,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.32753530441479806,1,0,0.97,114.75891684536006,Ground_War,1,0,0,1,0.5331179749336995,44.758916845360055,0.8819248943673734,0.3919034999219994,50.29938590473392,0.10000000000000002,50.199385904733916,7.253958745831817,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
43,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,11,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.21575255999999998,0.1,1,0.8799999999999999,127.80585657073193,Accidental_War,0,1,0,1,0.6394355298393801,57.80585657073193,1,0.5169829762816236,61.253443680000004,0,61.253443680000004,4.596782812357432,0.25,0.2,0,0,0,0.09090909090909091,1,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,4,1,1,1,1,0,1,0
44,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000003,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31285674933146695,1,0.421518646878874,0.97,111.30119937143465,Selective_Passage,0,0,0,0,0.3789557724876936,41.30119937143464,0.9332505657688417,0.2105362029266983,45.95232354361203,10,35.95232354361203,-6.686094784778263,0.25,0.2,0,1,0,0.02,3,94,0,0,0,1,1,1,0.4797297297297297,0.48507462686567165,0.2346601355489985,1,13,0,0,15,28,-1,-1,28,13,-1,-1,2.5,1,1,0,0,0,0,0
45,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.17000000000000007,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31755171579326436,1,0,0.97,111.3799919776452,Selective_Passage,0,0,0,0,0.36749668683230696,41.37999197764521,0.9884803728412273,0.19705492568506702,43.63998455991411,10.39,33.24998455991411,-10.162509272163874,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4527027027027027,0,0.0713510585605435,0,-1,0,0,-1,18,-1,-1,-1,-1,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
46,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.09,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3190610814260232,1,0,0.98,112.6832224636642,Selective_Passage,0,0,0,0,0.3778664088925203,42.683222463664194,0.9755729076423082,0.20925459869708268,46.216538634871654,0,46.216538634871654,4.7110882282766084,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0.494949494949495,0.07004335304393007,0,-1,0,0,50,12,-1,-1,-1,-38,-1,-1,1.25,1,1,0,0,0,0,1
47,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,85,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.30819200544456055,1,0.010209364055810688,0.9403999999999998,116.16281234150168,Ground_War,1,0,0,1,0.4596539462701876,46.16281234150168,1,0.305475230906103,55.37593577132845,0.5,54.87593577132845,11.617497906435695,0.25,0.2,0,0,0,0.011764705882352941,1,-1,0,0,1,0,1,0,0.43902439024390244,0.42857142857142855,0.009304916589508806,0,-1,0,0,0,17,-1,-1,-1,17,-1,-1,1,1,1,0,0,0,0,0
48,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,40,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.296071440374044,1,0.02001177636087398,0.8808399999999997,112.85852949541933,Ground_War,1,0,0,1,0.4259484400274763,42.85852949541934,1,0.2658216941499721,53.08499950429015,1.4500000000000002,51.63499950429015,11.701960011827744,0.25,0.2,0,0,0,0.025,1,-1,0,0,0,1,1,2,0.4594594594594595,0.4358974358974359,0.017261054872516925,0,-1,0,0,0,11,-1,-1,-1,11,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
49,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12500000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2926496057387363,0.9927959880356569,1,0.97,113.11663023729314,Selective_Passage,0,0,0,0,0.37205748469551414,43.11663023729314,1,0.20242057023001667,47.67194063075914,0.4,47.27194063075914,5.540413857954675,0.25,0.2,0,1,0,0.04,6,62,0,0,1,0,2,0,0.47297297297297297,0.48863636363636365,0.13918463738936973,1,0,0,0,61,38,-1,-1,61,-23,-1,-1,4,1,1,0,1,0,0,1
50,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16500000000000006,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3223247248415031,1,0,0.97,111.90212600246673,Selective_Passage,0,0,0,0,0.38787391576903085,41.90212600246672,0.9285111504765123,0.22102813619885983,45.495899822565626,0.9,44.59589982256563,3.591698426798537,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.4491525423728814,0.055151896076065965,1,0,0,0,31,25,-1,-1,31,-6,-1,-1,2.5,1,1,0,0,0,0,1
51,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15500000000000014,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.33932749623938263,1,0,0.98,108.90087427241349,Selective_Passage,0,0,0,0,0.37523781839323844,38.90087427241348,0.7943768664671461,0.2061621392861629,45.918518302138544,0.8499999999999999,45.06851830213854,8.223525372966748,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4594594594594595,0.4935064935064935,0.1704060512772394,1,3,0,0,72,24,-1,-1,75,-48,-1,-1,1.6666666666666667,1,1,0,0,0,0,1
52,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,80,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.135,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3235228231097903,1,0.0649134208935971,0.98,112.94738469518126,Ground_War,1,0,0,1,0.42322297212389215,42.947384695181256,0.9233755875257663,0.26261526132222607,53.78189871470832,0.10000000000000002,53.68189871470832,14.31268535936941,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4805194805194805,0.5,0.1961431387169092,1,-25,0,0,49,21,-1,-1,24,-28,-1,-1,1.25,1,1,0,0,0,0,1
53,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,44,0.9733333333333334,0.02666666666666667,0,0,0.02666666666666667,0.3,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31554816560302823,1,0,0.97,113.47895297680104,Selective_Passage,0,0,0,0,0.38878055781760135,43.47895297680104,0.9890983691882899,0.22209477390306037,46.53179682260761,0,46.53179682260761,4.070458461075432,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.47297297297297297,0.488,0.030409716337333022,1,3,0,0,24,13,-1,-1,27,-11,-1,-1,1,1,1,0,0,0,0,1
54,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,18,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3209908525309282,1,0,0.98,118.82419736256156,Ground_War,1,0,0,1,0.47014365302714184,48.82419736256156,0.9583193930072224,0.31781606238487276,51.52154466699058,0,51.52154466699058,3.5964630725720212,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.3125,0,0.08817147826398561,0,-1,0,0,-1,15,-1,-1,-1,-1,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
55,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000007,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2907742564087113,0.9643678208936339,1,0.97,113.04623997059053,Selective_Passage,0,0,0,0,0.3806562432405496,43.046239970590534,1,0.21253675675358777,50.72127430547232,1.8,48.92127430547232,7.833379113175724,0.25,0.2,0,1,0,0.04,6,6,0,0,1,0,2,0,0.5067567567567568,0.5208333333333334,0.06566452787728073,1,120,0,0,5,34,-1,-1,125,29,-1,-1,4,1,1,0,1,0,0,0
56,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3236947805285442,1,0.05551296453769157,0.98,112.12708267356152,Selective_Passage,0,0,0,0,0.395764746924839,42.12708267356152,0.9429741742964624,0.23031146697039884,42.81202765747728,10.09,32.722027657477284,-11.756318770105295,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4557823129251701,0.4732142857142857,0.09588372634548097,0,-1,0,0,37,31,-1,-1,-1,-6,-1,-1,2.5,1,1,0,0,0,0,1
57,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,104,0.9466666666666667,0.05333333333333334,0,0,0.05333333333333334,0.2750000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32801448316220483,1,0,0.97,113.37642575589311,Selective_Passage,0,0,0,0,0.4015152226478057,43.3764257558931,0.8776406984281815,0.23707673252683023,47.42613636769685,0,47.42613636769685,5.39961414907166,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.49324324324324326,0.4899328859060403,0.06565495207355358,1,51,0,0,0,18,-1,-1,51,18,-1,-1,1.6666666666666667,1,1,0,0,0,0,0
58,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24344689364892932,0.5807115811820616,0.7536289785285499,0.8700000000000001,122.8403222328682,Ground_War,1,0,0,1,0.6260284527380402,52.84032223286821,1,0.5012099443976944,57.81096097965259,0,57.81096097965259,6.6275183290458415,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,4,0,0.14285714285714285,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.25,1,1,0,0,0,1,0
59,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,16,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3021232996565028,1,0.6699519120683444,0.98,120.4304370657512,Ground_War,1,0,0,1,0.4944249177633611,50.43043706575121,1,0.34638225619218954,52.83082141442688,0,52.83082141442688,3.2005124649008962,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,3,0,0.21428571428571427,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,1,0
60,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,13,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3123505226474028,1,0.021128532461457072,0.9099999999999999,110.09925062170598,Accidental_War,0,1,0,1,0.424808601666011,40.09925062170597,0.9063871320925228,0.2644807078423658,51.24047848675637,0.9,50.340478486756375,13.654970486733873,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.2727272727272727,0,0,0,-1,0,0,-1,9,-1,-1,-1,-1,-1,-1,0.7142857142857143,1,1,0,0,0,0,0
61,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,24,0.88,0.12,0,0,0.12,0.355,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.29441378353278147,0.9796093893174631,0.9920001771315519,0.98,116.09094239617144,Selective_Passage,0,0,0,0,0.3943977501739367,46.09094239617144,0.9958486240774581,0.22870323549874905,50.42548769427888,0.10000000000000009,50.32548769427888,5.646060397476582,0.25,0.2,0,1,0,0.02,3,25,0,0,1,0,2,0,0.47297297297297297,0.488,0.12485758921794143,1,7,0,0,24,43,-1,-1,31,19,-1,-1,4,1,1,0,1,0,0,0
62,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,97,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3034998558270472,1,0.8604467437490175,0.98,114.64918814857826,Ground_War,1,0,0,1,0.4020188314648365,44.64918814857826,0.9515788518212094,0.23766921348804299,54.97258381784702,1,53.97258381784702,12.43119422569167,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,2,2,0.4,0,0.17146893902688512,1,-1,0,0,-1,28,-1,-1,26,-1,-1,-1,2.5,1,1,0,0,0,0,0
63,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.6,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3005473817470376,1,0.0839812418865521,0.9099999999999999,113.92192445785638,Selective_Passage,0,0,0,0,0.3975797279032057,43.92192445785638,1,0.23244673870965377,50.09700996662442,0.20000000000000004,49.89700996662442,7.966780678357388,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.49324324324324326,0.38095238095238093,0.17951597818054607,1,-103,0,0,128,22,-1,-1,25,-106,-1,-1,1.6666666666666667,1,1,0,0,0,0,1
64,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.8,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11500000000000002,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32125717941493237,1,0,0.97,109.156628359614,Selective_Passage,0,0,0,0,0.3680470660681449,39.156628359614004,0.9555527294006947,0.1977024306684058,43.07605230914145,10.84,32.236052309141456,-8.65072006309068,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.47297297297297297,0.4697986577181208,0.17315923183142384,0,-1,0,0,0,14,-1,-1,-1,14,-1,-1,1.25,1,1,0,0,0,0,0
65,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,144,0.96,0.04,0,0,0.04,0.3,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3174151885096171,1,0,0.97,108.27271900440363,Selective_Passage,0,0,0,0,0.3915120205705795,38.27271900440363,0.9724058676988677,0.22530825949479938,46.246394842062045,12.5,33.746394842062045,-5.657905202926983,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.5342465753424658,0.1637462552772502,0,-1,0,0,76,14,-1,-1,-1,-62,-1,-1,1,1,1,0,0,0,0,1
66,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,60,0.9,0.1,0,0,0.1,0.27000000000000013,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3196116481812812,1,0,0.97,110.98056184825472,Selective_Passage,0,0,0,0,0.3761215662956392,40.980561848254716,0.9527679691967571,0.20720184270075195,48.71063359442598,0.9,47.81063359442598,9.10676232822835,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,1,0,0.4965986394557823,0.5158730158730159,0.11019350945346196,1,18,0,0,23,12,-1,-1,41,-11,-1,-1,0.7142857142857143,1,1,0,0,0,0,1
67,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.25,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10000000000000003,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2927770462742369,0.9947278418966304,1,0.97,112.50398844663503,Selective_Passage,0,0,0,0,0.36765301232568015,42.503988446635034,1,0.19723883803021194,47.65499700510226,1.2000000000000002,46.45499700510226,5.268011411289628,0.25,0.2,0,1,0,0.04,6,115,0,0,1,0,2,0,0.49324324324324326,0.4899328859060403,0.16135740138945606,1,89,0,0,0,41,-1,-1,89,41,-1,-1,4,1,1,0,1,0,0,0
68,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32096525871874604,1,0,0.97,109.92401033073314,Selective_Passage,0,0,0,0,0.3757068990565986,39.92401033073314,0.9581468071135963,0.20671399889011602,43.12047954202126,10.29,32.83047954202126,-8.866913485889853,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4797297297297297,0.5,0.23676779363496275,1,-8,0,0,41,27,-1,-1,33,-14,-1,-1,2.5,1,1,0,0,0,0,1
